PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Ilkap,Integrin-linked kinase-associated serine/threonine phosphatase 2C (Fragment);Integrin-linked kinase-associated serine/threonine phosphatase 2C;Isoform 2 of Integrin-linked kinase-associated serine/threonine phosphatase 2C,A0A087WS54;Q8R0F6;Q8R0F6-2,A0A087WS54_MOUSE;ILKAP_MOUSE;ILKAP_MOUSE,";cellular_component,cytoplasm;",;protein dephosphorylation;,";protein serine/threonine phosphatase activity,metal ion binding;",0.0005526419152411421,1,Filtered,Filtered,2,1,1,1,Filtered,1,Filtered,Filtered,2,1,1,1,Filtered,3.559515953063965,Filtered,Filtered,10.82584285736084,2.5174245834350586,8.168274879455566,1.3218728303909302,Filtered
Sh3bgrl2,SH3 domain-binding glutamic acid-rich-like protein;SH3 domain-binding glutamic acid-rich-like protein 2,A0A087WS96;Q8BG73,A0A087WS96_MOUSE;SH3L2_MOUSE,";nucleoplasm,cytoplasm,nuclear membrane,extracellular exosome",;biological_process,";protein binding,SH3 domain binding",2.2499117342227538E-23,3,3,2,1,3,3,2,Filtered,3,3,2,1,3,3,2,Filtered,17.468564987182617,2.004805088043213,18.39496612548828,6.000382423400879,15.288525581359863,8.241683959960938,10.924342155456543,Filtered
Fn1,Fibronectin,A0A087WSN6,A0A087WSN6_MOUSE,,,,9.642270752791805E-30,85,100,72,115,77,109,82,Filtered,85,100,72,115,77,109,82,Filtered,64.53459930419922,99.74645233154297,42.62550354003906,1082.8936767578125,36.500484466552734,196.634521484375,84.13040161132812,Filtered
Mapkapk2,MAP kinase-activated protein kinase 2 (Fragment);MAP kinase-activated protein kinase 2,A0A087WSN7;P49138,A0A087WSN7_MOUSE;MAPK2_MOUSE,";nucleus,nucleoplasm,cytoplasm,centrosome,extracellular exosome",";toll-like receptor signaling pathway,protein phosphorylation,inflammatory response,cellular response to DNA damage stimulus,peptidyl-serine phosphorylation,G2 DNA damage checkpoint,response to lipopolysaccharide,regulation of interleukin-6 production,regulation of tumor necrosis factor production,response to cytokine,cellular response to vascular endothelial growth factor stimulus,p38MAPK cascade,positive regulation of tumor necrosis factor biosynthetic process,macropinocytosis,protein autophosphorylation,vascular endothelial growth factor receptor signaling pathway,mRNA stabilization,inner ear development,3'-UTR-mediated mRNA stabilization",";protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,signal transducer activity,protein binding,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity,mitogen-activated protein kinase binding",3.235666049049724E-08,3,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,6.054888725280762,16.133304595947266,5.002426624298096,13.093989372253418,7.817068099975586,29.430278778076172,13.770451545715332,Filtered
Stat1,Signal transducer and activator of transcription;Signal transducer and activator of transcription 1;Signal transducer and activator of transcription,A0A087WSP5;P42225;Q8C3V4,A0A087WSP5_MOUSE;STAT1_MOUSE;Q8C3V4_MOUSE,";nuclear chromatin,nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,axon,dendrite,protein complex,perinuclear region of cytoplasm;",";negative regulation of transcription from RNA polymerase II promoter,negative regulation of endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,positive regulation of defense response to virus by host,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,transcription, DNA-templated,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,JAK-STAT cascade,blood circulation,response to bacterium,macrophage derived foam cell differentiation,negative regulation of angiogenesis,cytokine-mediated signaling pathway,lipopolysaccharide-mediated signaling pathway,response to lipopolysaccharide,positive regulation of interferon-alpha production,tumor necrosis factor-mediated signaling pathway,response to cytokine,negative regulation of macrophage fusion,response to type I interferon,response to interferon-beta,cellular response to interferon-beta,negative regulation of I-kappaB kinase/NF-kappaB signaling,response to exogenous dsRNA,response to peptide hormone,positive regulation of erythrocyte differentiation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,negative regulation by virus of viral protein levels in host cell,positive regulation of smooth muscle cell proliferation,response to cAMP,defense response to virus,interferon-gamma-mediated signaling pathway,type I interferon signaling pathway,JAK-STAT cascade involved in growth hormone signaling pathway,renal tubule development,cellular response to lipopolysaccharide,cellular response to cytokine stimulus,cellular response to interferon-gamma,cellular response to organic cyclic compound,metanephric mesenchymal cell proliferation involved in metanephros development,metanephric mesenchymal cell differentiation,negative regulation of metanephric nephron tubule epithelial cell differentiation;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II core promoter sequence-specific DNA binding,transcription factor activity, RNA polymerase II core promoter sequence-specific,core promoter binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,signal transducer activity,tumor necrosis factor receptor binding,protein binding,enzyme binding,histone acetyltransferase binding,nuclear hormone receptor binding,histone binding,identical protein binding,protein homodimerization activity,ubiquitin-like protein ligase binding,cadherin binding,repressing transcription factor binding,promoter-specific chromatin binding;",3.430789259855077E-06,5,9,6,9,7,9,5,Filtered,5,9,6,9,7,9,5,Filtered,9.498030662536621,15.146462440490723,11.599512100219727,25.838176727294922,12.514418601989746,29.43398094177246,11.612337112426758,Filtered
Gcdh,"Glutaryl-CoA dehydrogenase, mitochondrial;Glutaryl-CoA dehydrogenase, mitochondrial",A0A0A0MQ68;Q60759,A0A0A0MQ68_MOUSE;GCDH_MOUSE,";mitochondrion,mitochondrial inner membrane,mitochondrial matrix",";tryptophan metabolic process,fatty acid beta-oxidation using acyl-CoA dehydrogenase",";glutaryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",3.0177304851467145E-17,19,19,19,17,19,18,17,Filtered,19,19,19,17,19,18,17,Filtered,385.0220947265625,218.40504455566406,398.7214050292969,133.45889282226562,403.9156799316406,154.82354736328125,346.27423095703125,Filtered
Slc25a35,Solute carrier family 25 member 35,A0A0A0MQ70;Q5SWT3,A0A0A0MQ70_MOUSE;S2535_MOUSE,";mitochondrion,mitochondrial inner membrane,integral component of membrane",";mitochondrial transport,transmembrane transport",;transmembrane transporter activity,5.91127942088705E-21,4,3,3,3,4,3,4,Filtered,4,3,3,3,4,3,4,Filtered,18.603992462158203,4.267747402191162,23.118215560913086,2.338372230529785,16.499069213867188,3.662564754486084,13.326889038085938,Filtered
Prrc2c,Protein PRRC2C;Protein PRRC2C;Isoform 5 of Protein PRRC2C;Protein PRRC2C;Protein PRRC2C,A0A0A0MQ79;Q3TLH4;Q3TLH4-5;S4R294;S4R2J9,A0A0A0MQ79_MOUSE;PRC2C_MOUSE;PRC2C_MOUSE;S4R294_MOUSE;S4R2J9_MOUSE,;membrane;;;,;hematopoietic progenitor cell differentiation;;;,";RNA binding,protein C-terminus binding;;;",0.0003528421494056245,1,2,Filtered,2,1,2,2,Filtered,1,2,Filtered,2,1,2,2,Filtered,1.4592100381851196,3.076472043991089,Filtered,6.159846782684326,3.3509013652801514,3.51623797416687,2.9507675170898438,Filtered
Havcr1,Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Isoform 2 of Hepatitis A virus cellular receptor 1 homolog,A0A0A0MQ86;Q3V033;Q5QNS5;Q5QNS5-2,A0A0A0MQ86_MOUSE;Q3V033_MOUSE;HAVR1_MOUSE;HAVR1_MOUSE,";;cell surface,integral component of membrane;",;;positive regulation of mast cell activation;,";;phosphatidylserine binding,protein binding;",6.415231957608405E-13,Filtered,9,1,9,1,9,2,Filtered,Filtered,9,1,9,1,9,2,Filtered,Filtered,216.53306579589844,8.40892219543457,43.555233001708984,9.849056243896484,143.51235961914062,1.6217859983444214,Filtered
S100a13,Protein S100-A13,A0A0A0MQ90;P97352,A0A0A0MQ90_MOUSE;S10AD_MOUSE,";extracellular space,nucleus,nucleolus,cytoplasm,cytosol,plasma membrane,perinuclear region of cytoplasm,extracellular exosome",";positive regulation of I-kappaB kinase/NF-kappaB signaling,cytokine secretion,interleukin-1 alpha secretion",";copper ion binding,calcium ion binding,zinc ion binding,lipid binding,fibroblast growth factor binding,protein homodimerization activity,RAGE receptor binding",8.423963375024477E-05,4,4,4,4,3,4,3,Filtered,4,4,4,4,3,4,3,Filtered,25.324914932250977,37.65791320800781,15.739614486694336,51.2528076171875,14.466907501220703,38.076473236083984,24.65525245666504,Filtered
Nccrp1,F-box only protein 50,A0A0A0MQ97;G3X9C2,A0A0A0MQ97_MOUSE;FBX50_MOUSE,";cytoplasm,extracellular exosome",;positive regulation of cell proliferation,;molecular_function,1.8981803298005537E-23,7,5,7,6,7,5,7,Filtered,7,5,7,6,7,5,7,Filtered,106.76293182373047,4.017823219299316,82.82176208496094,23.255237579345703,86.73908996582031,6.867162227630615,48.38917922973633,Filtered
Tuba4a,Tubulin alpha chain (Fragment);Tubulin alpha-4A chain,A0A0A0MQA5;P68368,A0A0A0MQA5_MOUSE;TBA4A_MOUSE,";cytoplasm,microtubule,microtubule cytoskeleton,extracellular exosome",";cytoskeleton organization,microtubule-based process",";GTPase activity,structural constituent of cytoskeleton,GTP binding,enzyme binding",1.0278360070423878E-34,43,45,43,44,44,39,43,1,43,45,43,44,44,39,43,1,1013.9528198242188,1399.533935546875,1114.82861328125,1370.537841796875,1071.203125,1093.6790771484375,999.8779907226562,984.1373901367188
Mapt,Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau;Isoform Tau-A of Microtubule-associated protein tau;Isoform Tau-D of Microtubule-associated protein tau;Isoform Tau-E of Microtubule-associated protein tau,A0A0A0MQC7;A2A5Y6;B1AQW2;P10637;P10637-2;P10637-5;P10637-6,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;B1AQW2_MOUSE;TAU_MOUSE;TAU_MOUSE;TAU_MOUSE;TAU_MOUSE,";;;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane;;;",";;;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus;;;",";;;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding;;;",9.057336621783814E-08,7,6,7,2,7,7,7,Filtered,7,6,7,2,7,7,7,Filtered,52.971412658691406,58.98312759399414,76.59626007080078,4.372654914855957,53.4420166015625,39.3598518371582,38.9169921875,Filtered
Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f3;Pou2f2;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f1;Pou2f3;Pou2f2;Pou2f2;Pou2f2;Pou2f2;Pou2f2;Pou2f2;Pou2f2;Pou2f3,"POU domain protein;POU domain protein (Fragment);POU domain protein;POU domain protein;POU domain protein;POU domain protein;POU domain protein;POU domain protein;POU domain, class 2, transcription factor 1;Isoform 10 of POU domain, class 2, transcription factor 1;Isoform 11 of POU domain, class 2, transcription factor 1;Isoform 12 of POU domain, class 2, transcription factor 1;Isoform 2 of POU domain, class 2, transcription factor 1;Isoform 3 of POU domain, class 2, transcription factor 1;Isoform 4 of POU domain, class 2, transcription factor 1;Isoform 5 of POU domain, class 2, transcription factor 1;Isoform 6 of POU domain, class 2, transcription factor 1;Isoform 7 of POU domain, class 2, transcription factor 1;Isoform 8 of POU domain, class 2, transcription factor 1;Isoform 9 of POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 3;POU domain, class 2, transcription factor 2;Isoform OCT2.2 of POU domain, class 2, transcription factor 2;Isoform OCT2.3 of POU domain, class 2, transcription factor 2;Isoform OCT2.4 of POU domain, class 2, transcription factor 2;Isoform OCT2.5 of POU domain, class 2, transcription factor 2;Isoform OCT2.6 of POU domain, class 2, transcription factor 2;Isoform OCT2.7 of POU domain, class 2, transcription factor 2;POU domain protein",A0A0A0MQE0;A0A0A0MQM6;A0A0R4J1Z4;E9Q6Z8;F8VQL7;H3BJT4;H3BKB7;I1E4X2;P25425;P25425-10;P25425-11;P25425-12;P25425-2;P25425-3;P25425-4;P25425-5;P25425-6;P25425-7;P25425-8;P25425-9;P31362;Q00196;Q00196-2;Q00196-3;Q00196-4;Q00196-5;Q00196-6;Q00196-7;Q3U5D1,A0A0A0MQE0_MOUSE;A0A0A0MQM6_MOUSE;A0A0R4J1Z4_MOUSE;E9Q6Z8_MOUSE;F8VQL7_MOUSE;H3BJT4_MOUSE;H3BKB7_MOUSE;I1E4X2_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F1_MOUSE;PO2F3_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;PO2F2_MOUSE;Q3U5D1_MOUSE,";;;;;;;;nucleus,nucleoplasm,transcription factor complex,endoplasmic reticulum,intracellular membrane-bounded organelle,RNA polymerase II transcription factor complex;;;;;;;;;;;;nucleus,transcription factor complex;nucleus,nucleoplasm,cytoplasm,intracellular membrane-bounded organelle;;;;;;;",";;;;;;;;transcription, DNA-templated,olfactory placode formation,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,lens induction in camera-type eye;;;;;;;;;;;;transcription from RNA polymerase II promoter,epidermis development,keratinocyte differentiation,wound healing,negative regulation by host of viral transcription,positive regulation of transcription from RNA polymerase II promoter;mature B cell differentiation,immunoglobulin secretion involved in immune response,regulation of transcription, DNA-templated,transcription from RNA polymerase II promoter,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,immunoglobulin secretion,cell maturation;;;;;;;",";;;;;;;;RNA polymerase II core promoter sequence-specific DNA binding,transcription factor activity, RNA polymerase II core promoter sequence-specific,DNA binding,chromatin binding,protein binding,sequence-specific DNA binding;;;;;;;;;;;;RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,sequence-specific DNA binding,protein dimerization activity;RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,transcription factor activity, sequence-specific DNA binding,protein domain specific binding,sequence-specific DNA binding;;;;;;;",0.0006112891427135635,Filtered,1,Filtered,1,1,2,1,Filtered,Filtered,0,Filtered,1,0,2,1,Filtered,Filtered,NaN,Filtered,4.304049491882324,NaN,6.776736259460449,3.5275566577911377,Filtered
Eif5a,Eukaryotic translation initiation factor 5A (Fragment);Eukaryotic translation initiation factor 5A-1,A0A0A0MQM0;P63242,A0A0A0MQM0_MOUSE;IF5A1_MOUSE,";nucleus,annulate lamellae,nuclear pore,cytoplasm,endoplasmic reticulum membrane,membrane,dendrite,neuronal cell body,extracellular exosome",";mRNA export from nucleus,translational frameshifting,protein export from nucleus,apoptotic process,positive regulation of cytosolic calcium ion concentration,aging,positive regulation of cell proliferation,positive regulation of cardiac muscle cell apoptotic process,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of translational elongation,positive regulation of translational termination,positive regulation of muscle cell differentiation,cellular response to thyroid hormone stimulus,positive regulation of reactive oxygen species metabolic process",";RNA binding,translation elongation factor activity,U6 snRNA binding,ribosome binding,protein N-terminus binding",1.5105670783464547E-25,20,23,18,20,22,21,21,Filtered,20,23,18,20,22,21,21,Filtered,342.5867614746094,299.5052490234375,314.8551330566406,466.7257080078125,352.6002502441406,443.32568359375,322.40020751953125,Filtered
Nptn,Neuroplastin;Neuroplastin (Fragment);Neuroplastin;Isoform 1 of Neuroplastin;Isoform 3 of Neuroplastin;Neuroplastin,A0A0A0MQN8;H3BIX4;P97300;P97300-1;P97300-3;Z4YLB7,A0A0A0MQN8_MOUSE;H3BIX4_MOUSE;NPTN_MOUSE;NPTN_MOUSE;NPTN_MOUSE;Z4YLB7_MOUSE,";;cell surface,postsynaptic density,integral component of membrane,dendrite,presynaptic membrane,inhibitory synapse;;;",";;positive regulation of protein phosphorylation,homophilic cell adhesion via plasma membrane adhesion molecules,positive regulation of cytosolic calcium ion concentration,visual learning,positive regulation of neuron projection development,positive regulation of fibroblast growth factor receptor signaling pathway,positive regulation of long-term neuronal synaptic plasticity,modulation of synaptic transmission,synapse organization,long-term synaptic potentiation,positive regulation of ERK1 and ERK2 cascade,positive regulation of long-term synaptic potentiation,regulation of receptor localization to synapse,positive regulation of cellular protein localization,excitatory synapse assembly;;;",";;type 1 fibroblast growth factor receptor binding,ion channel binding,cell adhesion molecule binding;;;",8.643134769075834E-12,3,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,26.865306854248047,24.825340270996094,27.466632843017578,39.639949798583984,19.437042236328125,29.800514221191406,21.4185848236084,Filtered
Surf1,SURF1-like protein (Fragment);Surfeit locus protein 1,A0A0A6YVR9;P09925,A0A0A6YVR9_MOUSE;SURF1_MOUSE,";mitochondrion,mitochondrial inner membrane,integral component of membrane",";oxidative phosphorylation,ATP biosynthetic process,mitochondrial respiratory chain complex IV assembly,hydrogen ion transmembrane transport",;cytochrome-c oxidase activity,4.481282811645859E-05,3,3,3,2,3,3,2,Filtered,3,3,3,2,3,3,2,Filtered,8.758790016174316,4.955742359161377,7.5511155128479,6.864962577819824,6.9153289794921875,9.1475248336792,8.036170959472656,Filtered
Tmco1,Calcium load-activated calcium channel (Fragment);Calcium load-activated calcium channel,A0A0A6YVS2;Q921L3,A0A0A6YVS2_MOUSE;TMCO1_MOUSE,";Golgi membrane,endoplasmic reticulum,integral component of endoplasmic reticulum membrane",";ER overload response,endoplasmic reticulum calcium ion homeostasis,calcium ion transmembrane transport",;calcium channel activity,4.817484213035452E-05,2,1,1,1,2,2,1,Filtered,2,1,1,1,2,2,1,Filtered,62.764381408691406,61.87892532348633,46.39899826049805,56.04204177856445,40.39918518066406,37.18018341064453,32.05146408081055,Filtered
Gm9774;Adrm1,MCG119397;Proteasomal ubiquitin receptor ADRM1,A0A0A6YVU8;Q9JKV1,A0A0A6YVU8_MOUSE;ADRM1_MOUSE,"nucleus,cytoplasm,proteasome regulatory particle, lid subcomplex;proteasome complex,nucleoplasm,cytosol,plasma membrane,proteasome regulatory particle, lid subcomplex","ubiquitin-dependent protein catabolic process,positive regulation of endopeptidase activity;ovarian follicle development,transcription elongation from RNA polymerase II promoter,ubiquitin-dependent protein catabolic process,spermatid development,positive regulation of endopeptidase activity,regulation of T cell differentiation in thymus,follicle-stimulating hormone signaling pathway,proteasome assembly,oogenesis,thymus development,Sertoli cell development,positive regulation of growth hormone receptor signaling pathway,adipose tissue development,seminiferous tubule development","ubiquitin binding,endopeptidase activator activity,proteasome binding;protease binding,protein binding,ubiquitin binding,endopeptidase activator activity,proteasome binding",1.8385361881808104E-14,3,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,24.074594497680664,41.76009750366211,27.03113555908203,48.21303176879883,33.52564239501953,50.968509674072266,33.70612335205078,Filtered
