PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
1.59E-59,Atp6v1h,V-type proton ATPase subunit H,A0A0A6YX18;Q8BVE3,A0A0A6YX18_MOUSE;VATH_MOUSE,";vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,extracellular exosome",";endocytosis,vacuolar acidification,ATP hydrolysis coupled proton transport",";proton-transporting ATPase activity, rotational mechanism",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,699.7670288,429.7084656,704.7923584,298.0049438,818.4227295,729.7453613,432.6032104,400.3294067
1.96E-39,Prkar2a,"cAMP-dependent protein kinase type II-alpha regulatory subunit;Protein kinase, cAMP dependent regulatory, type II alpha",A0A0A6YX73;Q8K1M3,A0A0A6YX73_MOUSE;Q8K1M3_MOUSE,;,;,;,6,6,5,6,6,6,5,5,6,6,6,6,6,6,6,6,67.66899109,64.5187912,50.66444016,40.19754791,59.15896225,58.59026718,58.16844559,59.73568726
1.67E-24,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,A0A0A6YXL6;A0A0A6YXX3;E9Q3Y4,A0A0A6YXL6_MOUSE;A0A0A6YXX3_MOUSE;E9Q3Y4_MOUSE,;;,;;,;;,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,83.54078674,61.8185463,82.60036469,31.09551048,85.99911499,78.62791443,70.10484314,52.57222366
1.93E-09,Prom1,"Prominin-1;Prominin-1;Prominin-1;Prominin 1, isoform CRA_g;Prominin 1, isoform CRA_a;Prominin-1;Isoform 2 of Prominin-1;Isoform 3 of Prominin-1;Isoform 4 of Prominin-1;Isoform 5 of Prominin-1;Isoform 6 of Prominin-1;Prominin-1;Prom1 protein",A0A0G2JDH9;A0A0G2JE50;A0A0R4J0B0;G3X9J8;G5E8G5;O54990;O54990-2;O54990-3;O54990-4;O54990-5;O54990-6;Q8CDK8;Q8R056,A0A0G2JDH9_MOUSE;A0A0G2JE50_MOUSE;A0A0R4J0B0_MOUSE;G3X9J8_MOUSE;G5E8G5_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;Q8CDK8_MOUSE;Q8R056_MOUSE,";;;;;photoreceptor outer segment,extracellular space,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,integral component of plasma membrane,microvillus,brush border,cilium,cell surface,apical plasma membrane,microvillus membrane,vesicle,stereocilium,photoreceptor outer segment membrane,cell projection,extracellular exosome,prominosome;;;;;;;",";;;;;retina layer formation,photoreceptor cell maintenance,retina morphogenesis in camera-type eye,camera-type eye photoreceptor cell differentiation,glomerular visceral epithelial cell differentiation,glomerular parietal epithelial cell differentiation,positive regulation of nephron tubule epithelial cell differentiation;;;;;;;",";;;;;actinin binding,cadherin binding;;;;;;;",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12.39620018,25.46751976,11.67285538,16.55964661,9.704866409,13.06454372,20.20988655,22.22354698
9.95E-20,Ubap2l,"Ubiquitin associated protein 2-like, isoform CRA_g;Ubiquitin associated protein 2-like, isoform CRA_b;Ubiquitin-associated protein 2-like;Isoform 2 of Ubiquitin-associated protein 2-like;Isoform 3 of Ubiquitin-associated protein 2-like;Isoform 4 of Ubiquitin-associated protein 2-like;Isoform 5 of Ubiquitin-associated protein 2-like",A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,A0A0G2JDV6_MOUSE;A0A0H2UH17_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE,";;nucleus,Ada2/Gcn5/Ada3 transcription activator complex,cytoplasm,PcG protein complex;;;;",";;binding of sperm to zona pellucida,positive regulation of gene expression,hematopoietic stem cell homeostasis;;;;",";;molecular_function,RNA binding;;;;",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,21.4824295,22.95496941,15.21115685,29.41080856,12.16352177,11.5109787,30.94015694,32.61007309
5.19E-50,Cnn3,Calponin;Calponin-3,A0A0G2JDV8;Q9DAW9,A0A0G2JDV8_MOUSE;CNN3_MOUSE,";cytosol,cell-cell adherens junction,focal adhesion,postsynaptic density,actin cytoskeleton,neuronal cell body,dendritic spine",";epithelial cell differentiation,actomyosin structure organization,negative regulation of ATPase activity,cell-cell adhesion",";actin binding,protein binding,calmodulin binding,microtubule binding,cadherin binding involved in cell-cell adhesion",6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,145.7008209,502.943573,141.733017,210.321991,202.5276947,132.0590363,519.9953613,317.1914673
4.31E-20,Pcolce,Procollagen C-endopeptidase enhancer 1 (Fragment);Procollagen C-endopeptidase enhancer 1;Procollagen C-endopeptidase enhancer 1,A0A0G2JE29;D3YUE2;Q61398,A0A0G2JE29_MOUSE;D3YUE2_MOUSE;PCOC1_MOUSE,";;extracellular space,extracellular exosome,extracellular matrix",";;proteolysis,positive regulation of peptidase activity,cellular response to leukemia inhibitory factor",";;collagen binding,heparin binding,peptidase activator activity",1,2,1,2,0,1,2,1,2,2,2,2,2,2,2,2,6.139616489,15.12854767,5.7218256,71.21868134,4.314350605,4.764065266,13.65770626,9.624310493
1.76E-53,Ube2d3;Ube2d3;Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,A0A0G2JE32_MOUSE;A0A0G2JGL0_MOUSE;UB2D3_MOUSE;UB2D2_MOUSE,";;plasma membrane,endosome membrane,extracellular exosome;ubiquitin ligase complex,protein complex,extracellular exosome",";;protein polyubiquitination,DNA repair,protein monoubiquitination,apoptotic process,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein autoubiquitination,protein K48-linked ubiquitination,protein K11-linked ubiquitination,positive regulation of protein targeting to mitochondrion;protein polyubiquitination,protein ubiquitination,protein autoubiquitination,protein K48-linked ubiquitination",";;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,199.8075867,328.3847961,143.8492432,273.9740601,125.3792191,162.8495789,270.4210205,245.8668213
9.97E-15,Sh3glb1,Endophilin-B1;Endophilin-B1;Isoform 2 of Endophilin-B1;Isoform 3 of Endophilin-B1,A0A0G2JEC4;Q9JK48;Q9JK48-2;Q9JK48-3,A0A0G2JEC4_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE,";Golgi membrane,autophagosome membrane,cytoplasm,mitochondrial envelope,mitochondrial outer membrane,endoplasmic reticulum,cytosol,membrane,midbody,cytoplasmic vesicle,protein complex,extracellular exosome;;",";phosphatidic acid biosynthetic process,apoptotic process,phospholipid biosynthetic process,positive regulation of autophagy,regulation of protein stability,positive regulation of protein oligomerization,regulation of cytokinesis,receptor catabolic process,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of phosphatidylinositol 3-kinase activity,autophagic cell death,'de novo' posttranslational protein folding,protein oligomerization,membrane fission,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,positive regulation of membrane tubulation,protein localization to vacuolar membrane,positive regulation of protein targeting to mitochondrion,positive regulation of autophagosome assembly;;",";fatty acid binding,protein binding,lysophosphatidic acid acyltransferase activity,identical protein binding,protein homodimerization activity,cadherin binding;;",1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,11.06254101,23.31927299,3.847365379,40.49819183,6.674770832,10.64045429,23.29289246,16.57023048
3.67E-08,Stxbp3,Syntaxin-binding protein 3 (Fragment);Syntaxin-binding protein 3;Isoform 2 of Syntaxin-binding protein 3,A0A0G2JEI5;Q60770;Q60770-2,A0A0G2JEI5_MOUSE;STXB3_MOUSE;STXB3_MOUSE,";cytosol,plasma membrane,basolateral plasma membrane,apical plasma membrane,platelet alpha granule,specific granule,extracellular exosome,tertiary granule;",";exocytosis,vesicle docking involved in exocytosis,brain development,glucose transport,protein to membrane docking,insulin secretion,response to insulin,neutrophil degranulation,negative regulation of calcium ion-dependent exocytosis,protein heterooligomerization,membrane organization,platelet aggregation;",";protein binding,syntaxin-1 binding,syntaxin binding;",2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,35.0760994,24.51472473,34.70285416,19.11767769,25.16062164,25.88739395,23.08009338,20.6985817
4.22E-39,Fxr1,Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Isoform A of Fragile X mental retardation syndrome-related protein 1;Isoform B of Fragile X mental retardation syndrome-related protein 1;Isoform C of Fragile X mental retardation syndrome-related protein 1;Isoform D of Fragile X mental retardation syndrome-related protein 1;Isoform F of Fragile X mental retardation syndrome-related protein 1;Isoform G of Fragile X mental retardation syndrome-related protein 1,A0A0G2JEP0;A0A0H2UH27;Q61584;Q61584-2;Q61584-3;Q61584-4;Q61584-5;Q61584-6;Q61584-7,A0A0G2JEP0_MOUSE;A0A0H2UH27_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE,";;nucleus,cytoplasm,cytosol,polysome,membrane,axon,dendrite,ribonucleoprotein granule,costamere,dendritic spine,perinuclear region of cytoplasm;;;;;;",";;muscle organ development,negative regulation of translation,cell differentiation,positive regulation of gene silencing by miRNA;;;;;;",";;G-quadruplex RNA binding,RNA binding,mRNA 3'-UTR binding,protein binding,RNA strand annealing activity,protein homodimerization activity,protein heterodimerization activity;;;;;;",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,69.44068909,124.7891464,56.71826553,104.1819992,61.28433228,66.66215515,133.4711151,120.8439026
5.32E-29,Eif4e,Eukaryotic translation initiation factor 4E,A0A0G2JFB4;A0A0G2JH04;P63073,A0A0G2JFB4_MOUSE;A0A0G2JH04_MOUSE;IF4E_MOUSE,";;cytoplasmic mRNA processing body,cytoplasm,cytosol,mRNA cap binding complex,cytoplasmic stress granule,eukaryotic translation initiation factor 4F complex,RISC complex,chromatoid body,cytoplasmic ribonucleoprotein granule,perinuclear region of cytoplasm,extracellular exosome",";;G1/S transition of mitotic cell cycle,behavioral fear response,translational initiation,regulation of translation,negative regulation of translation,stem cell population maintenance,lung development,negative regulation of neuron differentiation,positive regulation of mitotic cell cycle,cellular response to dexamethasone stimulus",";;RNA 7-methylguanosine cap binding,RNA binding,translation initiation factor activity,protein binding,enzyme binding,eukaryotic initiation factor 4G binding,repressing transcription factor binding",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50.6885643,80.93195343,41.03420258,68.04869843,44.85346985,52.46914291,83.27118683,80.06970215
2.83E-18,Igkv8-19,Protein Igkv8-19 (Fragment);Protein Igkv8-19,A0A0G2JFN8;A0A140T8M4,A0A0G2JFN8_MOUSE;A0A140T8M4_MOUSE,extracellular space;,"immunoglobulin production,immune response;",;,1,1,0,2,1,1,1,1,2,2,2,2,2,2,2,2,35.22108078,24.3251915,10.04842472,107.8487701,10.81285858,14.99117661,13.47614479,13.00607014
4.65E-17,Rufy3,Protein RUFY3;Protein RUFY3;Isoform 2 of Protein RUFY3;Isoform 3 of Protein RUFY3;Isoform 4 of Protein RUFY3,A0A0G2JFT8;Q9D394;Q9D394-2;Q9D394-3;Q9D394-4,A0A0G2JFT8_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE,";cytoplasm,cytosol,endomembrane system,membrane,lamellipodium,cell junction,filopodium,axon,dendrite,growth cone,neuronal cell body,perikaryon,invadopodium;;;",";actin filament organization,positive regulation of cell migration,positive regulation of axon extension,regulation of axonogenesis,negative regulation of axonogenesis,positive regulation of axonogenesis,positive regulation of intracellular protein transport,regulation of establishment of cell polarity;;;",;protein binding;;;,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,51.94131851,46.65686035,54.24854279,20.77181053,41.46029663,48.83432007,35.92662811,26.21644783
3.64E-26,Fubp1,Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Isoform 2 of Far upstream element-binding protein 1,A0A0G2JFY5;A0A0G2JG00;A0A0G2JGW9;Q3TUE1;Q3UUU2;Q91WJ8;Q91WJ8-2,A0A0G2JFY5_MOUSE;A0A0G2JG00_MOUSE;A0A0G2JGW9_MOUSE;Q3TUE1_MOUSE;Q3UUU2_MOUSE;FUBP1_MOUSE;FUBP1_MOUSE,;;;;;nucleus;,";;;;;regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,positive regulation of gene expression,cell growth,stem cell division,positive regulation of transcription from RNA polymerase II promoter,hematopoietic stem cell proliferation;",";;;;;transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,RNA binding,protein binding;",4,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,13.573946,35.3603096,10.07193947,40.58176041,18.78082848,16.16331482,48.53633881,33.93719482
6.38E-25,S100a4,Protein S100-A4 (Fragment);Protein S100-A4,A0A0G2JGD2;P07091,A0A0G2JGD2_MOUSE;S10A4_MOUSE,";extracellular space,nucleus,neuron projection,perinuclear region of cytoplasm,extracellular exosome",;positive regulation of I-kappaB kinase/NF-kappaB signaling,";RNA binding,actin binding,calcium ion binding,protein binding,identical protein binding,transition metal ion binding,calcium-dependent protein binding,RAGE receptor binding",3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,118.0900955,109.4007339,12.97912502,444.9379272,19.06935692,205.5275574,378.2410889,145.1365967
5.02E-26,G3bp2,Ras GTPase-activating protein-binding protein 2 (Fragment);Ras GTPase-activating protein-binding protein 2;Isoform B of Ras GTPase-activating protein-binding protein 2,A0A0J9YTQ8;P97379;P97379-2,A0A0J9YTQ8_MOUSE;G3BP2_MOUSE;G3BP2_MOUSE,";cytosol,intracellular ribonucleoprotein complex;",";small GTPase mediated signal transduction,stress granule assembly,mRNA transport;",";RNA binding,mRNA binding;",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37.06124496,64.98675537,39.72728348,49.55752563,34.52461243,33.40763855,89.42082977,59.41846085
1.40E-41,11-Sep,"Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11",A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE,";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;cell cycle,protein heterooligomerization,cell division;;",";;protein binding,GTP binding;;",8,9,7,8,8,8,9,9,9,9,9,9,9,9,9,9,34.5004425,111.0830994,27.99912262,122.8835831,33.35789871,30.59543419,167.030365,114.4632492
1.82E-41,Ube2k,Ubiquitin-conjugating enzyme E2 K,A0A0J9YU07;A0A0J9YUI1;P61087;Q3V3R8,A0A0J9YU07_MOUSE;A0A0J9YUI1_MOUSE;UBE2K_MOUSE;Q3V3R8_MOUSE,";;nucleus,cytoplasm,filopodium tip,extracellular exosome;",";;protein polyubiquitination,positive regulation of peptidyl-threonine phosphorylation,free ubiquitin chain polymerization,regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to interferon-beta,positive regulation of type I interferon-mediated signaling pathway,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,protein K48-linked ubiquitination;",";;ubiquitin-protein transferase activity,ATP binding,ubiquitin protein ligase binding,ubiquitin-ubiquitin ligase activity,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity;",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38.43239594,67.54969788,30.92838669,51.39503098,37.13515854,39.92559052,76.14161682,71.63247681
9.31E-17,Ctbp1,C-terminal-binding protein 1;C-terminal-binding protein 1;C-terminal-binding protein 1;Isoform 2 of C-terminal-binding protein 1,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,A0A0J9YU62_MOUSE;A0A0J9YUM4_MOUSE;CTBP1_MOUSE;CTBP1_MOUSE,";;nucleus,nucleoplasm,transcription factor complex,cytosol,transcriptional repressor complex;",";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of histone deacetylation,negative regulation of histone acetylation,negative regulation of transcription, DNA-templated,white fat cell differentiation,regulation of cell cycle,oxidation-reduction process,negative regulation of histone H4 acetylation,negative regulation of transcription from RNA polymerase II promoter by histone modification;",";;RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,transcription factor binding,hydroxypyruvate reductase activity,protein domain specific binding,glyoxylate reductase (NADP) activity,identical protein binding,protein homodimerization activity,NAD binding,repressing transcription factor binding;",2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,44.85467911,62.05963516,37.25005341,85.55603027,51.01416397,31.27028847,74.66996765,64.82852173
1.95E-49,Khk,Ketohexokinase,A0A0J9YU79,A0A0J9YU79_MOUSE,,,,12,10,12,6,12,12,11,12,12,12,12,12,12,12,12,12,1030.615723,444.7613831,1015.489624,54.85360336,959.2185669,895.5811157,239.2257385,386.3399658
2.38E-40,Ociad1,OCIA domain-containing protein 1 (Fragment);OCIA domain-containing protein 1,A0A0J9YUB6;Q9CRD0,A0A0J9YUB6_MOUSE;OCAD1_MOUSE,";mitochondrion,endosome,membrane",;regulation of stem cell differentiation,;protein binding,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,82.22065735,45.04603958,84.10437775,21.94869423,48.00109482,42.10701752,37.6906395,44.58658218
2.24E-29,Eif4g1,Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Isoform 2 of Eukaryotic translation initiation factor 4 gamma 1,A0A0J9YUS5;E9PVC5;E9PVC6;E9Q9E1;Q6NZJ6;Q6NZJ6-2,A0A0J9YUS5_MOUSE;E9PVC5_MOUSE;E9PVC6_MOUSE;E9Q9E1_MOUSE;IF4G1_MOUSE;IF4G1_MOUSE,";;;;nucleus,cytoplasm,polysome,membrane,eukaryotic translation initiation factor 4F complex;",";;;;behavioral fear response,translation,translational initiation,regulation of translational initiation,mitochondrion organization,positive regulation of cell proliferation,negative regulation of autophagy,negative regulation of peptidyl-threonine phosphorylation,positive regulation of cell death,positive regulation of cell growth,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,cellular macromolecule biosynthetic process,positive regulation of neuron differentiation,positive regulation of G1/S transition of mitotic cell cycle,Requires Ontology,positive regulation of energy homeostasis;",";;;;RNA binding,mRNA binding,translation initiation factor activity,protein binding,ATP binding,translation factor activity, RNA binding,eukaryotic initiation factor 4E binding,identical protein binding,cadherin binding;",8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,45.36540985,91.35805511,36.43627548,77.92375183,41.01057434,43.80150986,95.4586792,67.21212006
3.18E-57,Hmgb1,High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUZ4;P63158,A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,";condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation",";four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,562.3264771,1265.028687,476.2192993,1140.911133,560.3574219,573.0119629,1643.784058,1196.039429
