PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Ube2d3;Ube2d3;Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,A0A0G2JE32_MOUSE;A0A0G2JGL0_MOUSE;UB2D3_MOUSE;UB2D2_MOUSE,";;plasma membrane,endosome membrane,extracellular exosome;ubiquitin ligase complex,protein complex,extracellular exosome",";;protein polyubiquitination,DNA repair,protein monoubiquitination,apoptotic process,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein autoubiquitination,protein K48-linked ubiquitination,protein K11-linked ubiquitination,positive regulation of protein targeting to mitochondrion;protein polyubiquitination,protein ubiquitination,protein autoubiquitination,protein K48-linked ubiquitination",";;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity",1.19E-50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35.77838135,90.77885437,36.74305725,122.7340164,66.12221527,179.8864288,98.72618866,34.81560898
Sh3glb1,Endophilin-B1;Endophilin-B1;Isoform 2 of Endophilin-B1;Isoform 3 of Endophilin-B1,A0A0G2JEC4;Q9JK48;Q9JK48-2;Q9JK48-3,A0A0G2JEC4_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE,";Golgi membrane,autophagosome membrane,cytoplasm,mitochondrial envelope,mitochondrial outer membrane,endoplasmic reticulum,cytosol,membrane,midbody,cytoplasmic vesicle,protein complex,extracellular exosome;;",";phosphatidic acid biosynthetic process,apoptotic process,phospholipid biosynthetic process,positive regulation of autophagy,regulation of protein stability,positive regulation of protein oligomerization,regulation of cytokinesis,receptor catabolic process,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of phosphatidylinositol 3-kinase activity,autophagic cell death,'de novo' posttranslational protein folding,protein oligomerization,membrane fission,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,positive regulation of membrane tubulation,protein localization to vacuolar membrane,positive regulation of protein targeting to mitochondrion,positive regulation of autophagosome assembly;;",";fatty acid binding,protein binding,lysophosphatidic acid acyltransferase activity,identical protein binding,protein homodimerization activity,cadherin binding;;",2.47E-08,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,17.93257332,3.779054403,1.548864722,16.03746796,11.92171764,7.208530426,9.537843704,Filtered
Crip1,Cysteine-rich protein 1,A0A0G2JEK2;P63254,A0A0G2JEK2_MOUSE;CRIP1_MOUSE,;cytoplasm,";intrinsic apoptotic signaling pathway in response to DNA damage,response to zinc ion,cellular response to antibiotic,cellular response to UV-B",";AT DNA binding,zinc ion binding,DNA binding, bending,peptide binding",2.28E-14,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,49.93172455,56.83820343,12.45955563,54.21222687,43.11857224,58.9678688,76.68935394,16.42220116
Fxr1,Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Isoform A of Fragile X mental retardation syndrome-related protein 1;Isoform B of Fragile X mental retardation syndrome-related protein 1;Isoform C of Fragile X mental retardation syndrome-related protein 1;Isoform D of Fragile X mental retardation syndrome-related protein 1;Isoform F of Fragile X mental retardation syndrome-related protein 1;Isoform G of Fragile X mental retardation syndrome-related protein 1,A0A0G2JEP0;A0A0H2UH27;Q61584;Q61584-2;Q61584-3;Q61584-4;Q61584-5;Q61584-6;Q61584-7,A0A0G2JEP0_MOUSE;A0A0H2UH27_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE,";;nucleus,cytoplasm,cytosol,polysome,membrane,axon,dendrite,ribonucleoprotein granule,costamere,dendritic spine,perinuclear region of cytoplasm;;;;;;",";;muscle organ development,negative regulation of translation,cell differentiation,positive regulation of gene silencing by miRNA;;;;;;",";;G-quadruplex RNA binding,RNA binding,mRNA 3'-UTR binding,protein binding,RNA strand annealing activity,protein homodimerization activity,protein heterodimerization activity;;;;;;",1.39E-08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26.7265625,36.45293808,29.34432793,40.43232727,20.62612343,43.42132187,43.61436844,22.09020233
Rpl9;Rpl9-ps6;Rpl9,60S ribosomal protein L9 (Fragment);Protein Rpl9-ps6;60S ribosomal protein L9,A0A0G2JES3;A0A140T8T4;P51410,A0A0G2JES3_MOUSE;A0A140T8T4_MOUSE;RL9_MOUSE,";ribosome;nucleus,focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular matrix",";translation;cytoplasmic translation,translation",";structural constituent of ribosome,rRNA binding;RNA binding,structural constituent of ribosome,rRNA binding",8.63E-41,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,140.1773834,226.0384827,137.9260254,268.8740234,175.0266418,274.0553589,249.8437042,118.6789932
Rufy3,Protein RUFY3;Protein RUFY3;Isoform 2 of Protein RUFY3;Isoform 3 of Protein RUFY3;Isoform 4 of Protein RUFY3,A0A0G2JFT8;Q9D394;Q9D394-2;Q9D394-3;Q9D394-4,A0A0G2JFT8_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE,";cytoplasm,cytosol,endomembrane system,membrane,lamellipodium,cell junction,filopodium,axon,dendrite,growth cone,neuronal cell body,perikaryon,invadopodium;;;",";actin filament organization,positive regulation of cell migration,positive regulation of axon extension,regulation of axonogenesis,negative regulation of axonogenesis,positive regulation of axonogenesis,positive regulation of intracellular protein transport,regulation of establishment of cell polarity;;;",;protein binding;;;,3.64E-07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,48.13554764,36.60131454,42.29483032,36.23576736,41.85767746,40.44788361,28.30941582,31.73634148
Fubp1,Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Isoform 2 of Far upstream element-binding protein 1,A0A0G2JFY5;A0A0G2JG00;A0A0G2JGW9;Q3TUE1;Q3UUU2;Q91WJ8;Q91WJ8-2,A0A0G2JFY5_MOUSE;A0A0G2JG00_MOUSE;A0A0G2JGW9_MOUSE;Q3TUE1_MOUSE;Q3UUU2_MOUSE;FUBP1_MOUSE;FUBP1_MOUSE,;;;;;nucleus;,";;;;;regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,positive regulation of gene expression,cell growth,stem cell division,positive regulation of transcription from RNA polymerase II promoter,hematopoietic stem cell proliferation;",";;;;;transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,RNA binding,protein binding;",1.19E-30,4,6,5,6,6,6,6,6,4,6,5,6,6,6,6,6,32.10289383,65.5394516,33.94525146,65.39619446,37.05295563,81.91797638,52.99980927,19.14486885
S100a4,Protein S100-A4 (Fragment);Protein S100-A4,A0A0G2JGD2;P07091,A0A0G2JGD2_MOUSE;S10A4_MOUSE,";extracellular space,nucleus,neuron projection,perinuclear region of cytoplasm,extracellular exosome",;positive regulation of I-kappaB kinase/NF-kappaB signaling,";RNA binding,actin binding,calcium ion binding,protein binding,identical protein binding,transition metal ion binding,calcium-dependent protein binding,RAGE receptor binding",5.46E-10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54.58231735,114.867775,25.61502647,31.81011391,126.7614059,61.32264709,223.8832855,9.196259499
11-Sep,"Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11",A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE,";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;cell cycle,protein heterooligomerization,cell division;;",";;protein binding,GTP binding;;",1.03E-31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,48.80744553,100.0873337,34.40104294,88.58531189,42.38550186,131.3251038,119.8103867,41.11605835
Ube2k,Ubiquitin-conjugating enzyme E2 K,A0A0J9YU07;A0A0J9YUI1;P61087;Q3V3R8,A0A0J9YU07_MOUSE;A0A0J9YUI1_MOUSE;UBE2K_MOUSE;Q3V3R8_MOUSE,";;nucleus,cytoplasm,filopodium tip,extracellular exosome;",";;protein polyubiquitination,positive regulation of peptidyl-threonine phosphorylation,free ubiquitin chain polymerization,regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to interferon-beta,positive regulation of type I interferon-mediated signaling pathway,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,protein K48-linked ubiquitination;",";;ubiquitin-protein transferase activity,ATP binding,ubiquitin protein ligase binding,ubiquitin-ubiquitin ligase activity,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity;",9.37E-09,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,51.73778534,78.2530899,41.86348724,84.01957703,52.19688416,101.4604568,94.52695465,54.53874588
Ctbp1,C-terminal-binding protein 1;C-terminal-binding protein 1;C-terminal-binding protein 1;Isoform 2 of C-terminal-binding protein 1,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,A0A0J9YU62_MOUSE;A0A0J9YUM4_MOUSE;CTBP1_MOUSE;CTBP1_MOUSE,";;nucleus,nucleoplasm,transcription factor complex,cytosol,transcriptional repressor complex;",";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of histone deacetylation,negative regulation of histone acetylation,negative regulation of transcription, DNA-templated,white fat cell differentiation,regulation of cell cycle,oxidation-reduction process,negative regulation of histone H4 acetylation,negative regulation of transcription from RNA polymerase II promoter by histone modification;",";;RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,transcription factor binding,hydroxypyruvate reductase activity,protein domain specific binding,glyoxylate reductase (NADP) activity,identical protein binding,protein homodimerization activity,NAD binding,repressing transcription factor binding;",1.21E-23,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,20.51298714,46.77762985,18.9659996,29.63682556,18.90102196,58.54226303,28.31957245,17.34344101
Khk,Ketohexokinase,A0A0J9YU79;E9Q1Q9,A0A0J9YU79_MOUSE;E9Q1Q9_MOUSE,;,;,;,1.12E-55,14,14,14,14,14,13,10,14,14,14,14,14,14,13,10,14,496.1225891,255.1401825,503.0632935,250.5635529,504.4033203,172.3722687,31.7419548,486.6875
Hmgb1,High mobility group protein B1;High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUD8;A0A0J9YUZ4;P63158,A0A0J9YUD8_MOUSE;A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,";;condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";;eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation",";;four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",8.11E-50,13,13,12,13,13,13,13,11,13,13,12,13,13,13,13,11,298.9657898,504.6021423,248.4283295,561.0824585,326.0240173,762.9801025,546.8770752,257.6355896
Eif4g1,Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Isoform 2 of Eukaryotic translation initiation factor 4 gamma 1,A0A0J9YUS5;E9PVC5;E9PVC6;E9Q9E1;Q6NZJ6;Q6NZJ6-2,A0A0J9YUS5_MOUSE;E9PVC5_MOUSE;E9PVC6_MOUSE;E9Q9E1_MOUSE;IF4G1_MOUSE;IF4G1_MOUSE,";;;;nucleus,cytoplasm,polysome,membrane,eukaryotic translation initiation factor 4F complex;",";;;;behavioral fear response,translation,translational initiation,regulation of translational initiation,mitochondrion organization,positive regulation of cell proliferation,negative regulation of autophagy,negative regulation of peptidyl-threonine phosphorylation,positive regulation of cell death,positive regulation of cell growth,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,cellular macromolecule biosynthetic process,positive regulation of neuron differentiation,positive regulation of G1/S transition of mitotic cell cycle,Requires Ontology,positive regulation of energy homeostasis;",";;;;RNA binding,mRNA binding,translation initiation factor activity,protein binding,ATP binding,translation factor activity, RNA binding,eukaryotic initiation factor 4E binding,identical protein binding,cadherin binding;",1.35E-47,9,9,9,9,8,9,8,9,9,9,9,9,8,9,8,9,36.63170624,68.17738342,33.03979111,52.39938354,33.75531387,61.18589783,47.64284134,28.84638405
Pxn,Paxillin;Paxillin;Paxillin;Isoform Alpha of Paxillin,A0A0J9YV30;F8VQ28;Q8VI36;Q8VI36-2,A0A0J9YV30_MOUSE;F8VQ28_MOUSE;PAXI_MOUSE;PAXI_MOUSE,";;stress fiber,cytosol,plasma membrane,focal adhesion,cell cortex,lamellipodium,cell leading edge;",";;activation of MAPK activity,cytoskeleton organization,transforming growth factor beta receptor signaling pathway,integrin-mediated signaling pathway,regulation of cell shape,peptidyl-tyrosine phosphorylation,lamellipodium assembly,substrate adhesion-dependent cell spreading,endothelial cell migration,positive regulation of angiogenesis,positive regulation of protein kinase activity,focal adhesion assembly,branching morphogenesis of an epithelial tube,positive regulation of stress fiber assembly,growth hormone receptor signaling pathway;",";;protein binding,beta-catenin binding,vinculin binding,receptor signaling complex scaffold activity,neuropilin binding,metal ion binding,BH4 domain binding;",1.23E-33,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,10.55688858,34.3978653,18.04483795,22.56818008,12.45102406,29.43466377,14.95525646,10.61371231
Serbp1,Plasminogen activator inhibitor 1 RNA-binding protein;Plasminogen activator inhibitor 1 RNA-binding protein;Plasminogen activator inhibitor 1 RNA-binding protein;Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein;Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein,A0A0N4SV32;Q3UMP4;Q9CY58;Q9CY58-2;Q9CY58-3,A0A0N4SV32_MOUSE;Q3UMP4_MOUSE;PAIRB_MOUSE;PAIRB_MOUSE;PAIRB_MOUSE,";;nucleus,cytoplasm,cytosol,plasma membrane,membrane,perinuclear region of cytoplasm,extracellular exosome;;",;;regulation of apoptotic process;;,";;RNA binding,mRNA 3'-UTR binding,cadherin binding;;",4.27E-22,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,27.40267372,70.80056763,37.31350708,47.03388596,31.04815865,73.02069092,38.90402603,41.27258301
H2afj;Hist1h2ab;Hist3h2a;Hist1h2af;Hist1h2ah;Hist1h2ak;H2afj,Histone H2A;Histone H2A type 1;Histone H2A type 3;Histone H2A type 1-F;Histone H2A type 1-H;Histone H2A type 1-K;Histone H2A.J,A0A0N4SV66;P22752;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2,A0A0N4SV66_MOUSE;H2A1_MOUSE;H2A3_MOUSE;H2A1F_MOUSE;H2A1H_MOUSE;H2A1K_MOUSE;H2AJ_MOUSE,";;nuclear nucleosome,nuclear chromatin,extracellular exosome;nucleosome,nuclear chromatin;nucleosome,nuclear chromatin,extracellular exosome;nuclear chromosome, telomeric region,nucleosome,nuclear chromatin,nucleus,extracellular exosome;nucleosome,nuclear chromatin,extracellular exosome",";;nucleosome disassembly,chromatin silencing,UV-damage excision repair;chromatin silencing;chromatin silencing;chromatin silencing;chromatin silencing,negative regulation of cell proliferation",";;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity",4.22E-33,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,277.8705444,374.054718,132.0388947,475.3074036,394.5984497,288.473999,577.6741333,94.54452515
Arl8b,ADP-ribosylation factor-like protein 8B,A0A0N4SVB8;Q9CQW2,A0A0N4SVB8_MOUSE;ARL8B_MOUSE,";cytoplasm,membrane,midbody,late endosome membrane,spindle midzone,extracellular exosome,lysosomal membrane",";cell cycle,chromosome segregation,small GTPase mediated signal transduction,lysosome localization,cell division",";GTP binding,GDP binding,alpha-tubulin binding,beta-tubulin binding",1.72E-26,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,84.35903931,100.3638687,74.87014771,101.0477448,91.81141663,105.1749268,116.9680023,76.65448761
Gm5580;Eif4a3,Protein Gm5580;Eukaryotic initiation factor 4A-III,A0A0N4SVP8;Q91VC3,A0A0N4SVP8_MOUSE;IF4A3_MOUSE,";nucleus,nucleoplasm,nucleolus,cytoplasm,membrane,nuclear speck,dendrite,exon-exon junction complex,neuronal cell body,catalytic step 2 spliceosome",";nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,regulation of alternative mRNA splicing, via spliceosome,rRNA processing,mRNA processing,associative learning,RNA splicing,RNA secondary structure unwinding,response to organic cyclic compound,negative regulation of translation,exploration behavior,positive regulation of translation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of mRNA splicing, via spliceosome,embryonic cranial skeleton morphogenesis,mRNA transport,cellular response to selenite ion,negative regulation of excitatory postsynaptic potential,negative regulation of selenocysteine incorporation,negative regulation of selenocysteine insertion sequence binding,cellular response to brain-derived neurotrophic factor stimulus","nucleic acid binding,helicase activity,ATP binding;RNA binding,mRNA binding,ATP-dependent RNA helicase activity,ATP binding,poly(A) binding,selenocysteine insertion sequence binding,RNA stem-loop binding,ribonucleoprotein complex binding",1.43E-20,5,5,4,5,4,5,5,3,5,5,4,5,4,5,5,3,30.74521065,57.03080368,37.2462616,69.05370331,31.75312424,83.02099609,93.74837494,23.03803444
