PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Prom1,"Prominin-1;Prominin-1;Prominin-1;Prominin 1, isoform CRA_g;Prominin 1, isoform CRA_a;Prominin-1;Isoform 2 of Prominin-1;Isoform 3 of Prominin-1;Isoform 4 of Prominin-1;Isoform 5 of Prominin-1;Isoform 6 of Prominin-1;Prominin-1;Prom1 protein",A0A0G2JDH9_MOUSE;A0A0G2JE50_MOUSE;A0A0R4J0B0_MOUSE;G3X9J8_MOUSE;G5E8G5_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;Q8CDK8_MOUSE;Q8R056_MOUSE,A0A0G2JDH9;A0A0G2JE50;A0A0R4J0B0;G3X9J8;G5E8G5;O54990;O54990-2;O54990-3;O54990-4;O54990-5;O54990-6;Q8CDK8;Q8R056,";;;;;retina layer formation,photoreceptor cell maintenance,retina morphogenesis in camera-type eye,camera-type eye photoreceptor cell differentiation,glomerular visceral epithelial cell differentiation,glomerular parietal epithelial cell differentiation,positive regulation of nephron tubule epithelial cell differentiation;;;;;;;",";;;;;photoreceptor outer segment,extracellular space,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,integral component of plasma membrane,microvillus,brush border,cilium,cell surface,apical plasma membrane,microvillus membrane,vesicle,stereocilium,photoreceptor outer segment membrane,cell projection,extracellular exosome,prominosome;;;;;;;",";;;;;actinin binding,cadherin binding;;;;;;;",0,2,3,2,3,3,3,3,0,3,3,3,3,3,3,3,3,3.59422540664673,9.45484638214111,4.57505893707275,7.40668392181396,4.48688173294067,6.74486827850342,2.70064234733582,2.55653357505798
Ubap2l,"Ubiquitin associated protein 2-like, isoform CRA_g;Ubiquitin associated protein 2-like, isoform CRA_b;Ubiquitin-associated protein 2-like;Isoform 2 of Ubiquitin-associated protein 2-like;Isoform 3 of Ubiquitin-associated protein 2-like;Isoform 4 of Ubiquitin-associated protein 2-like;Isoform 5 of Ubiquitin-associated protein 2-like",A0A0G2JDV6_MOUSE;A0A0H2UH17_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE,A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,";;binding of sperm to zona pellucida,positive regulation of gene expression,hematopoietic stem cell homeostasis;;;;",";;nucleus,Ada2/Gcn5/Ada3 transcription activator complex,cytoplasm,PcG protein complex;;;;",";;molecular_function,RNA binding;;;;",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,6.17656183242798,12.0230026245117,5.77192497253418,9.16427421569824,4.72350549697876,10.826865196228,6.93076610565186,1.66698026657104
Cnn3,Calponin;Calponin-3,A0A0G2JDV8_MOUSE;CNN3_MOUSE,A0A0G2JDV8;Q9DAW9,";epithelial cell differentiation,actomyosin structure organization,negative regulation of ATPase activity,cell-cell adhesion",";cytosol,cell-cell adherens junction,focal adhesion,postsynaptic density,actin cytoskeleton,neuronal cell body,dendritic spine",";actin binding,protein binding,calmodulin binding,microtubule binding,cadherin binding involved in cell-cell adhesion",0,5,6,6,6,6,6,5,0,6,6,6,6,6,6,6,6,55.8826789855957,199.512588500977,57.0989303588867,111.785270690918,68.8246231079102,139.752426147461,46.0551452636719,6.22142553329468
Pcolce,Procollagen C-endopeptidase enhancer 1 (Fragment);Procollagen C-endopeptidase enhancer 1;Procollagen C-endopeptidase enhancer 1,A0A0G2JE29_MOUSE;D3YUE2_MOUSE;PCOC1_MOUSE,A0A0G2JE29;D3YUE2;Q61398,";;proteolysis,positive regulation of peptidase activity,cellular response to leukemia inhibitory factor",";;extracellular space,extracellular exosome,extracellular matrix",";;collagen binding,heparin binding,peptidase activator activity",0,0,1,0,2,0,2,1,0,2,2,2,2,2,2,2,2,2.74013257026672,5.33044767379761,2.43486642837524,31.1765060424805,2.49182653427124,3.32261347770691,1.21384000778198,1.51786720752716
Ube2d3;Ube2d3;Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,A0A0G2JE32_MOUSE;A0A0G2JGL0_MOUSE;UB2D3_MOUSE;UB2D2_MOUSE,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,";;protein polyubiquitination,DNA repair,protein monoubiquitination,apoptotic process,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein autoubiquitination,protein K48-linked ubiquitination,protein K11-linked ubiquitination,positive regulation of protein targeting to mitochondrion;protein polyubiquitination,protein ubiquitination,protein autoubiquitination,protein K48-linked ubiquitination",";;plasma membrane,endosome membrane,extracellular exosome;ubiquitin ligase complex,protein complex,extracellular exosome",";;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,72.6302642822266,126.138313293457,52.9798049926758,131.678573608398,53.3596611022949,96.3080062866211,48.7979354858398,1.10396921634674
Crip1,Cysteine-rich protein 1,A0A0G2JEK2_MOUSE;CRIP1_MOUSE,A0A0G2JEK2;P63254,";intrinsic apoptotic signaling pathway in response to DNA damage,response to zinc ion,cellular response to antibiotic,cellular response to UV-B",;cytoplasm,";AT DNA binding,zinc ion binding,DNA binding, bending,peptide binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,65.4626617431641,126.751251220703,26.4862117767334,146.953109741211,31.120964050293,79.3071670532227,60.6197090148926,1.85530865192413
Eif4e,Eukaryotic translation initiation factor 4E;Eukaryotic translation initiation factor 4E (Fragment);Eukaryotic translation initiation factor 4E;Eukaryotic translation initiation factor 4E,A0A0G2JFB4_MOUSE;A0A0G2JGT5_MOUSE;A0A0G2JH04_MOUSE;IF4E_MOUSE,A0A0G2JFB4;A0A0G2JGT5;A0A0G2JH04;P63073,";;;G1/S transition of mitotic cell cycle,behavioral fear response,translational initiation,regulation of translation,negative regulation of translation,stem cell population maintenance,lung development,negative regulation of neuron differentiation,positive regulation of mitotic cell cycle,cellular response to dexamethasone stimulus",";;;cytoplasmic mRNA processing body,cytoplasm,cytosol,mRNA cap binding complex,cytoplasmic stress granule,eukaryotic translation initiation factor 4F complex,RISC complex,chromatoid body,cytoplasmic ribonucleoprotein granule,perinuclear region of cytoplasm,extracellular exosome",";;;RNA 7-methylguanosine cap binding,RNA binding,translation initiation factor activity,protein binding,enzyme binding,eukaryotic initiation factor 4G binding,repressing transcription factor binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,32.8770141601563,35.7864532470703,21.9610977172852,35.0285339355469,16.1975059509277,25.9554576873779,15.463264465332,1.1122795343399
Rufy3,Protein RUFY3;Protein RUFY3;Isoform 2 of Protein RUFY3;Isoform 3 of Protein RUFY3;Isoform 4 of Protein RUFY3,A0A0G2JFT8_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE,A0A0G2JFT8;Q9D394;Q9D394-2;Q9D394-3;Q9D394-4,";actin filament organization,positive regulation of cell migration,positive regulation of axon extension,regulation of axonogenesis,negative regulation of axonogenesis,positive regulation of axonogenesis,positive regulation of intracellular protein transport,regulation of establishment of cell polarity;;;",";cytoplasm,cytosol,endomembrane system,membrane,lamellipodium,cell junction,filopodium,axon,dendrite,growth cone,neuronal cell body,perikaryon,invadopodium;;;",;protein binding;;;,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,11.7221717834473,8.81185436248779,8.50759220123291,7.42669105529785,11.7243556976318,5.89391851425171,8.20406723022461,1.43817937374115
Fubp1,Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Isoform 2 of Far upstream element-binding protein 1,A0A0G2JFY5_MOUSE;A0A0G2JG00_MOUSE;A0A0G2JGW9_MOUSE;Q3TUE1_MOUSE;Q3UUU2_MOUSE;FUBP1_MOUSE;FUBP1_MOUSE,A0A0G2JFY5;A0A0G2JG00;A0A0G2JGW9;Q3TUE1;Q3UUU2;Q91WJ8;Q91WJ8-2,";;;;;regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,positive regulation of gene expression,cell growth,stem cell division,positive regulation of transcription from RNA polymerase II promoter,hematopoietic stem cell proliferation;",;;;;;nucleus;,";;;;;transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,RNA binding,protein binding;",0,3,4,4,4,3,3,3,0,4,4,4,4,4,4,4,4,8.86579418182373,25.9978809356689,7.52063894271851,18.477409362793,9.87199687957764,16.878589630127,9.25805377960205,2.53505897521973
S100a4,Protein S100-A4 (Fragment);Protein S100-A4,A0A0G2JGD2_MOUSE;S10A4_MOUSE,A0A0G2JGD2;P07091,;positive regulation of I-kappaB kinase/NF-kappaB signaling,";extracellular space,nucleus,neuron projection,perinuclear region of cytoplasm,extracellular exosome",";RNA binding,actin binding,calcium ion binding,protein binding,identical protein binding,transition metal ion binding,calcium-dependent protein binding,RAGE receptor binding",0,2,2,1,2,1,2,3,0,3,3,3,3,3,3,3,3,144.716903686523,29.9935188293457,13.9469575881958,77.3367919921875,13.7098178863525,24.7667846679688,85.4660491943359,8.00871276855469
Psmd9,26S proteasome non-ATPase regulatory subunit 9 (Fragment);26S proteasome non-ATPase regulatory subunit 9,A0A0G2JGN6_MOUSE;PSMD9_MOUSE,A0A0G2JGN6;Q9CR00,";positive regulation of insulin secretion,positive regulation of transcription, DNA-templated,negative regulation of insulin secretion,proteasome regulatory particle assembly",";nucleus,cytoplasm,proteasome regulatory particle, base subcomplex",";molecular_function,transcription coactivator activity,bHLH transcription factor binding",0,3,3,2,3,2,3,2,0,3,3,3,3,3,3,3,3,18.020528793335,25.8862895965576,17.9205932617188,28.7304458618164,19.1841411590576,27.6482887268066,21.5067520141602,1.89896464347839
Camk2d,Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 2 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 3 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 4 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta,A0A0G2JGS4_MOUSE;E9Q1T1_MOUSE;E9Q1V9_MOUSE;E9Q1W0_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;Q8CCM0_MOUSE,A0A0G2JGS4;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5;Q8CCM0,";;;;G1/S transition of mitotic cell cycle,regulation of sodium ion transport,regulation of membrane depolarization,protein phosphorylation,calcium ion transport,nervous system development,positive regulation of cardiac muscle hypertrophy,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,cell differentiation,intracellular signal transduction,protein autophosphorylation,protein oligomerization,relaxation of cardiac muscle,cardiac muscle contraction,regulation of cellular localization,cardiac muscle cell contraction,regulation of relaxation of cardiac muscle,negative regulation of sodium ion transmembrane transport,negative regulation of sodium ion transmembrane transporter activity;;;;",";;;;nucleus,cytoplasm,intercalated disc,membrane,sarcoplasmic reticulum,T-tubule,neuromuscular junction,sarcoplasmic reticulum membrane,neuronal cell body,axon initial segment,calcium channel complex;;;;",";;;;protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,protein binding,calmodulin binding,ATP binding,sodium channel inhibitor activity,titin binding,protein homodimerization activity,ion channel binding;;;;",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,14.7328119277954,33.4646911621094,13.2531595230103,23.2993469238281,6.74628448486328,26.1736011505127,9.62629222869873,0.734844326972961
Sept11,"Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11",A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE,A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,";;cell cycle,protein heterooligomerization,cell division;;",";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;protein binding,GTP binding;;",0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,17.7690181732178,56.1396446228027,15.4349775314331,72.5821151733398,19.3329029083252,56.9293823242188,17.6227970123291,4.74913358688354
Ube2k,Ubiquitin-conjugating enzyme E2 K,A0A0J9YU07_MOUSE;A0A0J9YUI1_MOUSE;UBE2K_MOUSE;Q3V3R8_MOUSE,A0A0J9YU07;A0A0J9YUI1;P61087;Q3V3R8,";;protein polyubiquitination,positive regulation of peptidyl-threonine phosphorylation,free ubiquitin chain polymerization,regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to interferon-beta,positive regulation of type I interferon-mediated signaling pathway,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,protein K48-linked ubiquitination;",";;nucleus,cytoplasm,filopodium tip,extracellular exosome;",";;ubiquitin-protein transferase activity,ATP binding,ubiquitin protein ligase binding,ubiquitin-ubiquitin ligase activity,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity;",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,18.2774066925049,33.412353515625,18.0910167694092,24.9364948272705,18.1036014556885,28.1398639678955,18.0364284515381,2.6155641078949
Ctbp1,C-terminal-binding protein 1;C-terminal-binding protein 1;C-terminal-binding protein 1;Isoform 2 of C-terminal-binding protein 1,A0A0J9YU62_MOUSE;A0A0J9YUM4_MOUSE;CTBP1_MOUSE;CTBP1_MOUSE,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of histone deacetylation,negative regulation of histone acetylation,negative regulation of transcription, DNA-templated,white fat cell differentiation,regulation of cell cycle,oxidation-reduction process,negative regulation of histone H4 acetylation,negative regulation of transcription from RNA polymerase II promoter by histone modification;",";;nucleus,nucleoplasm,transcription factor complex,cytosol,transcriptional repressor complex;",";;RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,transcription factor binding,hydroxypyruvate reductase activity,protein domain specific binding,glyoxylate reductase (NADP) activity,identical protein binding,protein homodimerization activity,NAD binding,repressing transcription factor binding;",0,2,3,3,2,3,3,3,0,3,3,3,3,3,3,3,3,11.4033069610596,15.1392202377319,7.38222455978394,18.0606498718262,9.33297634124756,15.7595691680908,8.09985065460205,8.26850414276123
Khk,Ketohexokinase,A0A0J9YU79_MOUSE,A0A0J9YU79,,,,0,14,13,14,10,14,14,14,0,14,14,14,14,14,14,14,14,198.686279296875,102.214508056641,213.661346435547,11.9374732971191,185.062591552734,97.0262832641602,209.052337646484,5.94347143173218
Ociad1,OCIA domain-containing protein 1 (Fragment);OCIA domain-containing protein 1,A0A0J9YUB6_MOUSE;OCAD1_MOUSE,A0A0J9YUB6;Q9CRD0,;regulation of stem cell differentiation,";mitochondrion,endosome,membrane",;protein binding,0,2,2,2,2,1,2,1,0,2,2,2,2,2,2,2,2,24.7969017028809,32.0560073852539,36.8769950866699,13.1833982467651,8.6399974822998,16.7001953125,7.29348087310791,2.83890628814697
Eif4g1,Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Eukaryotic translation initiation factor 4 gamma 1;Isoform 2 of Eukaryotic translation initiation factor 4 gamma 1,A0A0J9YUS5_MOUSE;E9PVC5_MOUSE;E9PVC6_MOUSE;E9Q9E1_MOUSE;IF4G1_MOUSE;IF4G1_MOUSE,A0A0J9YUS5;E9PVC5;E9PVC6;E9Q9E1;Q6NZJ6;Q6NZJ6-2,";;;;behavioral fear response,translation,translational initiation,regulation of translational initiation,mitochondrion organization,positive regulation of cell proliferation,negative regulation of autophagy,negative regulation of peptidyl-threonine phosphorylation,positive regulation of cell death,positive regulation of cell growth,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,cellular macromolecule biosynthetic process,positive regulation of neuron differentiation,positive regulation of G1/S transition of mitotic cell cycle,Requires Ontology,positive regulation of energy homeostasis;",";;;;nucleus,cytoplasm,polysome,membrane,eukaryotic translation initiation factor 4F complex;",";;;;RNA binding,mRNA binding,translation initiation factor activity,protein binding,ATP binding,translation factor activity, RNA binding,eukaryotic initiation factor 4E binding,identical protein binding,cadherin binding;",0,6,6,5,6,6,6,5,0,6,6,6,6,6,6,6,6,9.82314109802246,20.9421882629395,13.460391998291,20.451021194458,9.13901042938232,16.7196807861328,9.02028656005859,2.4080274105072
Hmgb1,High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,A0A0J9YUZ4;P63158,";eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation",";condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",0,12,12,11,12,10,12,12,0,12,12,12,12,12,12,12,12,181.244934082031,355.620025634766,139.397720336914,358.256561279297,145.537826538086,382.252502441406,175.081237792969,9.33829689025879
