PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
2.06E-15,Naa15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit (Fragment);N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit",A0A0A6YW80;A0A0A6YX86;G3X8Y3;Q80UM3,A0A0A6YW80_MOUSE;A0A0A6YX86_MOUSE;G3X8Y3_MOUSE;NAA15_MOUSE,";;;nucleus,transcription factor complex,cytoplasm,cytosol,membrane,NatA complex,perinuclear region of cytoplasm",";;;angiogenesis,transcription, DNA-templated,N-terminal protein amino acid acetylation,N-terminal peptidyl-methionine acetylation,cell differentiation,negative regulation of apoptotic process,positive regulation of transcription, DNA-templated,protein stabilization",";;;RNA binding,protein binding,N-acetyltransferase activity,ribosome binding,peptide alpha-N-acetyltransferase activity,acetyltransferase activity",5,5,4,4,4,5,4,0,5,5,5,5,5,5,5,5,9.764155388,18.06043434,9.37987709,18.34652138,8.77781105,13.6381712,7.981402397,4.24061203
2.97E-24,Aif1l,Allograft inflammatory factor 1-like,A0A0A6YWH2;Q9EQX4,A0A0A6YWH2_MOUSE;AIF1L_MOUSE,";cytoplasm,focal adhesion,actin cytoskeleton,ruffle membrane,protein complex,extracellular exosome,actin filament",;biological_process,";calcium ion binding,actin filament binding",5,5,5,4,5,5,5,0,5,5,5,5,5,5,5,5,24.72743034,49.38753128,24.80365181,11.1328516,37.46157074,27.27425575,17.26927948,2.960862637
4.67E-64,Atp6v1h,V-type proton ATPase subunit H,A0A0A6YX18;Q8BVE3,A0A0A6YX18_MOUSE;VATH_MOUSE,";vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,extracellular exosome",";endocytosis,vacuolar acidification,ATP hydrolysis coupled proton transport",";proton-transporting ATPase activity, rotational mechanism",23,23,21,18,22,21,22,1,23,23,23,23,23,23,23,23,184.5416107,132.2484894,194.6212921,107.1822128,196.1951141,133.3329163,192.3469696,30.31741333
1.44E-25,Prkar2a,"cAMP-dependent protein kinase type II-alpha regulatory subunit;Protein kinase, cAMP dependent regulatory, type II alpha",A0A0A6YX73;Q8K1M3,A0A0A6YX73_MOUSE;Q8K1M3_MOUSE,;,;,;,11,9,9,10,11,10,10,0,11,11,11,11,11,11,11,11,26.00629234,31.9168148,25.42388916,25.94534111,29.7994175,37.58281326,25.27215004,7.642779827
6.01E-41,Lrba,Lipopolysaccharide-responsive and beige-like anchor protein,A0A0A6YXL6;A0A0A6YXX3;E9Q3Y4,A0A0A6YXL6_MOUSE;A0A0A6YXX3_MOUSE;E9Q3Y4_MOUSE,;;,;;,;;,12,11,12,8,12,10,11,0,12,12,12,12,12,12,12,12,28.69340134,28.40987778,28.12158966,16.37236786,32.7209816,21.42289543,25.5797081,4.185030937
1.50E-10,Ncam1,Neural cell adhesion molecule 1;Neural cell adhesion molecule 1;Neural cell adhesion molecule 1;Isoform 2 of Neural cell adhesion molecule 1;Isoform 3 of Neural cell adhesion molecule 1,A0A0A6YY47;E9Q589;P13595;P13595-2;P13595-3,A0A0A6YY47_MOUSE;E9Q589_MOUSE;NCAM1_MOUSE;NCAM1_MOUSE;NCAM1_MOUSE,";;cytosol,plasma membrane,cell-cell junction,external side of plasma membrane,cell surface,membrane,integral component of membrane,axon,growth cone,extracellular matrix,anchored component of membrane,neuronal cell body,myelin sheath,extracellular exosome;;",";;regulation of exocyst assembly,cell surface receptor signaling pathway,axon guidance,neuron projection development,homotypic cell-cell adhesion,positive regulation of calcium-mediated signaling;;",";;protein binding,heparin binding,identical protein binding;;",0,1,1,2,0,3,0,0,3,3,3,3,3,3,3,3,2.401082277,3.165828705,1.967237949,17.07425499,1.999028563,11.72142029,1.872285247,1.807117224
9.04E-33,Fcgr2b;Fcgr2b;Fcgr2b;Fcgr2;Fcgr2;Fcgr2,Low affinity immunoglobulin gamma Fc region receptor II;Low affinity immunoglobulin gamma Fc region receptor II;Low affinity immunoglobulin gamma Fc region receptor II;Low affinity immunoglobulin gamma Fc region receptor II;Isoform IIB2 of Low affinity immunoglobulin gamma Fc region receptor II;Isoform IIB1' of Low affinity immunoglobulin gamma Fc region receptor II,A0A0B4J1E6;A0A0B4J1G1;E9Q415;P08101;P08101-2;P08101-3,A0A0B4J1E6_MOUSE;A0A0B4J1G1_MOUSE;E9Q415_MOUSE;FCGR2_MOUSE;FCGR2_MOUSE;FCGR2_MOUSE,";;;extracellular region,cytoplasm,cytoskeleton,plasma membrane,integral component of plasma membrane,external side of plasma membrane,integral component of membrane,dendritic spine,cell body;;",";;;negative regulation of type I hypersensitivity,negative regulation of immunoglobulin production,negative regulation of inflammatory response to antigenic stimulus,negative regulation of acute inflammatory response to antigenic stimulus,negative regulation of humoral immune response mediated by circulating immunoglobulin,receptor-mediated endocytosis,phagocytosis, engulfment,defense response,immune response,cell surface receptor signaling pathway,response to bacterium,immunoglobulin mediated immune response,dendrite development,antigen processing and presentation of exogenous peptide antigen via MHC class II,cerebellum development,negative regulation of B cell proliferation,negative regulation of interleukin-10 production,Fc-gamma receptor signaling pathway involved in phagocytosis,positive regulation of JNK cascade,regulation of long-term neuronal synaptic plasticity,negative regulation of phagocytosis,positive regulation of phagocytosis,negative regulation of immune response,positive regulation of sequence-specific DNA binding transcription factor activity,cellular response to molecule of bacterial origin,positive regulation of neuron death,regulation of dendritic spine maintenance,cellular response to beta-amyloid,Requires Ontology,mast cell activation;;",";;;beta-amyloid binding,receptor signaling protein activity,low-affinity IgG receptor activity,IgG binding,macromolecular complex binding;;",2,2,0,2,2,1,2,0,2,2,2,2,2,2,2,2,3.691361666,6.004765987,2.708602428,8.923322678,1.753319383,3.72881484,2.022619009,1.552568793
2.71E-14,Prom1,"Prominin-1;Prominin-1;Prominin-1;Prominin 1, isoform CRA_g;Prominin 1, isoform CRA_a;Prominin-1;Isoform 2 of Prominin-1;Isoform 3 of Prominin-1;Isoform 4 of Prominin-1;Isoform 5 of Prominin-1;Isoform 6 of Prominin-1;Prominin-1;Prom1 protein",A0A0G2JDH9;A0A0G2JE50;A0A0R4J0B0;G3X9J8;G5E8G5;O54990;O54990-2;O54990-3;O54990-4;O54990-5;O54990-6;Q8CDK8;Q8R056,A0A0G2JDH9_MOUSE;A0A0G2JE50_MOUSE;A0A0R4J0B0_MOUSE;G3X9J8_MOUSE;G5E8G5_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;PROM1_MOUSE;Q8CDK8_MOUSE;Q8R056_MOUSE,";;;;;photoreceptor outer segment,extracellular space,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,integral component of plasma membrane,microvillus,brush border,cilium,cell surface,apical plasma membrane,microvillus membrane,vesicle,stereocilium,photoreceptor outer segment membrane,cell projection,extracellular exosome,prominosome;;;;;;;",";;;;;retina layer formation,photoreceptor cell maintenance,retina morphogenesis in camera-type eye,camera-type eye photoreceptor cell differentiation,glomerular visceral epithelial cell differentiation,glomerular parietal epithelial cell differentiation,positive regulation of nephron tubule epithelial cell differentiation;;;;;;;",";;;;;actinin binding,cadherin binding;;;;;;;",3,5,5,4,2,5,4,0,5,5,5,5,5,5,5,5,8.356840134,21.66152763,12.62924862,17.08479309,7.677283287,18.59405518,9.681423187,6.261654854
1.85E-16,Ubap2l,"Ubiquitin associated protein 2-like, isoform CRA_g;Ubiquitin associated protein 2-like, isoform CRA_b;Ubiquitin-associated protein 2-like;Isoform 2 of Ubiquitin-associated protein 2-like;Isoform 3 of Ubiquitin-associated protein 2-like;Isoform 4 of Ubiquitin-associated protein 2-like;Isoform 5 of Ubiquitin-associated protein 2-like",A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,A0A0G2JDV6_MOUSE;A0A0H2UH17_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE,";;nucleus,Ada2/Gcn5/Ada3 transcription activator complex,cytoplasm,PcG protein complex;;;;",";;binding of sperm to zona pellucida,positive regulation of gene expression,hematopoietic stem cell homeostasis;;;;",";;molecular_function,RNA binding;;;;",6,6,5,6,6,6,6,0,6,6,6,6,6,6,6,6,11.345294,11.79203606,10.80235195,19.40684509,7.645659447,17.38759041,10.26058292,7.806572914
3.07E-78,Cnn3,Calponin;Calponin-3,A0A0G2JDV8;Q9DAW9,A0A0G2JDV8_MOUSE;CNN3_MOUSE,";cytosol,cell-cell adherens junction,focal adhesion,postsynaptic density,actin cytoskeleton,neuronal cell body,dendritic spine",";epithelial cell differentiation,actomyosin structure organization,negative regulation of ATPase activity,cell-cell adhesion",";actin binding,protein binding,calmodulin binding,microtubule binding,cadherin binding involved in cell-cell adhesion",7,8,7,8,8,8,7,0,8,8,8,8,8,8,8,8,40.33140564,149.1517639,44.41290283,80.64698792,50.7939682,109.5265656,38.57752991,4.948078632
6.02E-78,Ube2d3;Ube2d3;Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,A0A0G2JE32_MOUSE;A0A0G2JGL0_MOUSE;UB2D3_MOUSE;UB2D2_MOUSE,";;plasma membrane,endosome membrane,extracellular exosome;ubiquitin ligase complex,protein complex,extracellular exosome",";;protein polyubiquitination,DNA repair,protein monoubiquitination,apoptotic process,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein autoubiquitination,protein K48-linked ubiquitination,protein K11-linked ubiquitination,positive regulation of protein targeting to mitochondrion;protein polyubiquitination,protein ubiquitination,protein autoubiquitination,protein K48-linked ubiquitination",";;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity",4,3,3,4,4,3,3,0,4,4,4,4,4,4,4,4,49.49039841,76.17197418,39.52498627,90.43166351,42.18665695,67.32113647,42.30962372,2.151753426
0.000180523,Gm43738;Fdps,Protein Gm43738;Farnesyl pyrophosphate synthase,A0A0G2JEA5;Q920E5,A0A0G2JEA5_MOUSE;FPPS_MOUSE,";nucleoplasm,mitochondrion,cytosol","isoprenoid biosynthetic process;cholesterol biosynthetic process,geranyl diphosphate biosynthetic process,farnesyl diphosphate biosynthetic process",";RNA binding,dimethylallyltranstransferase activity,geranyltranstransferase activity,metal ion binding",2,2,1,0,1,1,1,0,2,2,2,2,2,2,2,2,3.73175621,2.373037577,2.30567646,2.284252405,2.368202925,2.655178547,1.916164637,2.081370354
1.44E-11,Sh3glb1,Endophilin-B1;Endophilin-B1;Isoform 2 of Endophilin-B1;Isoform 3 of Endophilin-B1,A0A0G2JEC4;Q9JK48;Q9JK48-2;Q9JK48-3,A0A0G2JEC4_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE,";Golgi membrane,autophagosome membrane,cytoplasm,mitochondrial envelope,mitochondrial outer membrane,endoplasmic reticulum,cytosol,membrane,midbody,cytoplasmic vesicle,protein complex,extracellular exosome;;",";phosphatidic acid biosynthetic process,apoptotic process,phospholipid biosynthetic process,positive regulation of autophagy,regulation of protein stability,positive regulation of protein oligomerization,regulation of cytokinesis,receptor catabolic process,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of phosphatidylinositol 3-kinase activity,autophagic cell death,'de novo' posttranslational protein folding,protein oligomerization,membrane fission,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,positive regulation of membrane tubulation,protein localization to vacuolar membrane,positive regulation of protein targeting to mitochondrion,positive regulation of autophagosome assembly;;",";fatty acid binding,protein binding,lysophosphatidic acid acyltransferase activity,identical protein binding,protein homodimerization activity,cadherin binding;;",2,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,6.482069016,15.5065918,3.797105789,17.60281754,3.915964127,13.83665276,3.630052567,1.399208188
1.99E-35,Crip1,Cysteine-rich protein 1,A0A0G2JEK2;P63254,A0A0G2JEK2_MOUSE;CRIP1_MOUSE,;cytoplasm,";intrinsic apoptotic signaling pathway in response to DNA damage,response to zinc ion,cellular response to antibiotic,cellular response to UV-B",";AT DNA binding,zinc ion binding,DNA binding, bending,peptide binding",3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,12.4181385,27.82692719,7.492269039,50.42419434,8.086987495,25.4145031,16.82026863,2.86042738
1.82E-39,Fxr1,Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Isoform A of Fragile X mental retardation syndrome-related protein 1;Isoform B of Fragile X mental retardation syndrome-related protein 1;Isoform C of Fragile X mental retardation syndrome-related protein 1;Isoform D of Fragile X mental retardation syndrome-related protein 1;Isoform F of Fragile X mental retardation syndrome-related protein 1;Isoform G of Fragile X mental retardation syndrome-related protein 1,A0A0G2JEP0;A0A0H2UH27;Q61584;Q61584-2;Q61584-3;Q61584-4;Q61584-5;Q61584-6;Q61584-7,A0A0G2JEP0_MOUSE;A0A0H2UH27_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE;FXR1_MOUSE,";;nucleus,cytoplasm,cytosol,polysome,membrane,axon,dendrite,ribonucleoprotein granule,costamere,dendritic spine,perinuclear region of cytoplasm;;;;;;",";;muscle organ development,negative regulation of translation,cell differentiation,positive regulation of gene silencing by miRNA;;;;;;",";;G-quadruplex RNA binding,RNA binding,mRNA 3'-UTR binding,protein binding,RNA strand annealing activity,protein homodimerization activity,protein heterodimerization activity;;;;;;",3,3,2,3,3,3,2,0,3,3,3,3,3,3,3,3,21.20288658,38.43675232,19.95646286,32.25966644,19.21041107,31.64970398,18.77796936,5.187504768
5.72E-38,Igkv8-19,Protein Igkv8-19 (Fragment);Protein Igkv8-19,A0A0G2JFN8;A0A140T8M4,A0A0G2JFN8_MOUSE;A0A140T8M4_MOUSE,extracellular space;,"immunoglobulin production,immune response;",;,1,1,0,2,1,1,1,0,2,2,2,2,2,2,2,2,6.832275867,5.896094322,2.774390221,28.96212959,3.206161737,7.155440331,2.028244257,1.446648479
4.25E-33,Rufy3,Protein RUFY3;Protein RUFY3;Isoform 2 of Protein RUFY3;Isoform 3 of Protein RUFY3;Isoform 4 of Protein RUFY3,A0A0G2JFT8;Q9D394;Q9D394-2;Q9D394-3;Q9D394-4,A0A0G2JFT8_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE;RUFY3_MOUSE,";cytoplasm,cytosol,endomembrane system,membrane,lamellipodium,cell junction,filopodium,axon,dendrite,growth cone,neuronal cell body,perikaryon,invadopodium;;;",";actin filament organization,positive regulation of cell migration,positive regulation of axon extension,regulation of axonogenesis,negative regulation of axonogenesis,positive regulation of axonogenesis,positive regulation of intracellular protein transport,regulation of establishment of cell polarity;;;",;protein binding;;;,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,6.989779949,9.721485138,8.452330589,7.31067276,10.54249668,4.878256321,7.158127785,2.465698242
4.50E-32,Fubp1,Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Isoform 2 of Far upstream element-binding protein 1,A0A0G2JFY5;A0A0G2JG00;A0A0G2JGW9;Q3TUE1;Q3UUU2;Q91WJ8;Q91WJ8-2,A0A0G2JFY5_MOUSE;A0A0G2JG00_MOUSE;A0A0G2JGW9_MOUSE;Q3TUE1_MOUSE;Q3UUU2_MOUSE;FUBP1_MOUSE;FUBP1_MOUSE,;;;;;nucleus;,";;;;;regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,positive regulation of gene expression,cell growth,stem cell division,positive regulation of transcription from RNA polymerase II promoter,hematopoietic stem cell proliferation;",";;;;;transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,RNA binding,protein binding;",5,5,6,5,6,6,6,0,6,6,6,6,6,6,6,6,13.81106853,29.31908035,12.93354797,27.73594284,14.05453777,26.88525581,13.13901329,2.325111866
1.39E-06,S100a4,Protein S100-A4 (Fragment);Protein S100-A4,A0A0G2JGD2;P07091,A0A0G2JGD2_MOUSE;S10A4_MOUSE,";extracellular space,nucleus,neuron projection,perinuclear region of cytoplasm,extracellular exosome",;positive regulation of I-kappaB kinase/NF-kappaB signaling,";RNA binding,actin binding,calcium ion binding,protein binding,identical protein binding,transition metal ion binding,calcium-dependent protein binding,RAGE receptor binding",3,3,1,2,2,3,3,0,3,3,3,3,3,3,3,3,37.6995163,116.8155746,22.49184418,133.4298706,37.82986832,42.4645195,163.2794647,6.847298622
1.52E-09,Dclk1,Serine/threonine-protein kinase DCLK1;Dclk1 protein;Serine/threonine-protein kinase DCLK1;Isoform 2 of Serine/threonine-protein kinase DCLK1,A0A0G2JGQ6;Q80VB6;Q9JLM8;Q9JLM8-2,A0A0G2JGQ6_MOUSE;Q80VB6_MOUSE;DCLK1_MOUSE;DCLK1_MOUSE,";;intracellular,postsynaptic density;",";;neuron migration,axonogenesis,brain development,response to virus,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,central nervous system projection neuron axonogenesis,forebrain development,intracellular signal transduction,axon extension,dendrite morphogenesis,negative regulation of protein localization to nucleus;",";;protein kinase activity,protein serine/threonine kinase activity,ATP binding;",0,1,0,2,0,2,1,0,2,2,2,2,2,2,2,2,2.519025087,3.31611824,2.399923563,5.683923244,1.648931265,1.542830944,1.851311445,1.41515708
3.99E-08,Camk2d,Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 2 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 3 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 4 of Calcium/calmodulin-dependent protein kinase type II subunit delta,A0A0G2JGS4;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,A0A0G2JGS4_MOUSE;E9Q1T1_MOUSE;E9Q1V9_MOUSE;E9Q1W0_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE,";;;;nucleus,cytoplasm,intercalated disc,membrane,sarcoplasmic reticulum,T-tubule,neuromuscular junction,sarcoplasmic reticulum membrane,neuronal cell body,axon initial segment,calcium channel complex;;;",";;;;G1/S transition of mitotic cell cycle,regulation of sodium ion transport,regulation of membrane depolarization,protein phosphorylation,calcium ion transport,nervous system development,positive regulation of cardiac muscle hypertrophy,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,cell differentiation,intracellular signal transduction,protein autophosphorylation,protein oligomerization,relaxation of cardiac muscle,cardiac muscle contraction,regulation of cellular localization,cardiac muscle cell contraction,regulation of relaxation of cardiac muscle,negative regulation of sodium ion transmembrane transport,negative regulation of sodium ion transmembrane transporter activity;;;",";;;;protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,protein binding,calmodulin binding,ATP binding,sodium channel inhibitor activity,titin binding,protein homodimerization activity,ion channel binding;;;",2,2,2,2,2,3,2,0,3,3,3,3,3,3,3,3,10.36665154,12.6228838,13.66334248,27.77156448,11.9011097,24.15166855,14.12149906,3.656345606
4.38E-72,11-Sep,"Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11",A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE,";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;cell cycle,protein heterooligomerization,cell division;;",";;protein binding,GTP binding;;",14,16,14,16,16,15,14,0,16,16,16,16,16,16,16,16,20.82626915,65.21531677,21.01159096,80.9053421,26.51198006,61.60811234,26.27986145,4.573821068
2.78E-10,Ube2k,Ubiquitin-conjugating enzyme E2 K,A0A0J9YU07;P61087,A0A0J9YU07_MOUSE;UBE2K_MOUSE,";nucleus,cytoplasm,filopodium tip,extracellular exosome",";protein polyubiquitination,positive regulation of peptidyl-threonine phosphorylation,free ubiquitin chain polymerization,regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to interferon-beta,positive regulation of type I interferon-mediated signaling pathway,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,protein K48-linked ubiquitination",";ubiquitin-protein transferase activity,ATP binding,ubiquitin protein ligase binding,ubiquitin-ubiquitin ligase activity,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity",5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,29.90674782,47.02594376,33.67145538,37.92631149,27.18862534,39.33064651,29.16588402,2.780589104
7.02E-35,Ctbp1,C-terminal-binding protein 1;C-terminal-binding protein 1;C-terminal-binding protein 1;Isoform 2 of C-terminal-binding protein 1,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,A0A0J9YU62_MOUSE;A0A0J9YUM4_MOUSE;CTBP1_MOUSE;CTBP1_MOUSE,";;nucleus,nucleoplasm,transcription factor complex,cytosol,transcriptional repressor complex;",";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of histone deacetylation,negative regulation of histone acetylation,negative regulation of transcription, DNA-templated,white fat cell differentiation,regulation of cell cycle,oxidation-reduction process,negative regulation of histone H4 acetylation,negative regulation of transcription from RNA polymerase II promoter by histone modification;",";;RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,transcription factor binding,hydroxypyruvate reductase activity,protein domain specific binding,glyoxylate reductase (NADP) activity,identical protein binding,protein homodimerization activity,NAD binding,repressing transcription factor binding;",6,8,7,8,8,7,8,0,8,8,8,8,8,8,8,8,18.94121933,31.31617546,16.80843735,32.67673874,17.72051239,22.43378258,17.60116386,5.748063087
