PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity
";positive regulation of I-kappaB kinase/NF-kappaB signaling,cytokine secretion,interleukin-1 alpha secretion",";extracellular space,nucleus,nucleolus,cytoplasm,cytosol,plasma membrane,perinuclear region of cytoplasm,extracellular exosome",S100a13,";copper ion binding,calcium ion binding,zinc ion binding,lipid binding,fibroblast growth factor binding,protein homodimerization activity,RAGE receptor binding",Protein S100-A13,A0A0A0MQ90_MOUSE;S10AD_MOUSE,1.02E-29,A0A0A0MQ90;P97352,2,2,2,2,2,2,2,2,69.48841858,36.95872879,91.95942688,104.0170898
;positive regulation of cell proliferation,";cytoplasm,extracellular exosome",Nccrp1,;molecular_function,F-box only protein 50,A0A0A0MQ97_MOUSE;FBX50_MOUSE,7.99E-42,A0A0A0MQ97;G3X9C2,9,9,9,7,7,7,7,7,1214.088257,919.7695923,1037.759033,580.6887207
";;protein N-linked glycosylation,acute-phase response,negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone;negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone",";;extracellular region,extracellular space,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,extracellular exosome;extracellular region,extracellular space,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,extracellular exosome",Serpina1a;Serpina1c;Serpina1a;Serpina1c,";;protease binding,serine-type endopeptidase inhibitor activity,protein binding,identical protein binding;protease binding,serine-type endopeptidase inhibitor activity,identical protein binding",Alpha-1-antitrypsin 1-1;Alpha-1-antitrypsin 1-3;Alpha-1-antitrypsin 1-1;Alpha-1-antitrypsin 1-3,A0A0A0MQA3_MOUSE;A0A0R4J0X5_MOUSE;A1AT1_MOUSE;A1AT3_MOUSE,8.73E-32,A0A0A0MQA3;A0A0R4J0X5;P07758;Q00896,10,8,10,11,11,11,11,11,3343.601807,3004.148682,2991.352295,3276.90918
";cytoskeleton organization,microtubule-based process",";cytoplasm,microtubule,microtubule cytoskeleton,extracellular exosome",Tuba4a,";GTPase activity,structural constituent of cytoskeleton,GTP binding,enzyme binding",Tubulin alpha chain (Fragment);Tubulin alpha-4A chain,A0A0A0MQA5_MOUSE;TBA4A_MOUSE,1.69E-47,A0A0A0MQA5;P68368,46,45,46,46,12,12,12,12,34479.42578,36370.91406,34743.26172,30972.98438
";;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus",";;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane",Mapt,";;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding",Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;TAU_MOUSE,1.35E-21,A0A0A0MQC7;A2A5Y6;P10637,8,7,8,8,8,8,8,8,582.1035156,907.411438,756.5705566,534.1447754
";microtubule cytoskeleton organization,glucose metabolic process,glycolytic process,multicellular organism development,negative regulation of endopeptidase activity,negative regulation of translation,killing of cells of other organism,peptidyl-cysteine S-trans-nitrosylation,positive regulation of cytokine secretion,protein stabilization,defense response to fungus,neuron apoptotic process,killing by host of symbiont cells,positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction,oxidation-reduction process,Requires Ontology,cellular response to interferon-gamma",";nucleus,cytoplasm,mitochondrion,lipid particle,cytosol,plasma membrane,microtubule cytoskeleton,membrane,intracellular ribonucleoprotein complex,extracellular matrix,nuclear membrane,vesicle,myelin sheath,intracellular membrane-bounded organelle,extracellular exosome,GAIT complex",Gapdh,";glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,protein binding,microtubule binding,aspartic-type endopeptidase inhibitor activity,enzyme binding,peptidyl-cysteine S-nitrosylase activity,identical protein binding,NADP binding,NAD binding,disordered domain specific binding",Glyceraldehyde-3-phosphate dehydrogenase,A0A0A0MQF6_MOUSE;G3P_MOUSE,4.64E-44,A0A0A0MQF6;P16858,45,44,44,44,19,19,19,19,82718.25781,82662.96875,82170.84375,82292.15625
";;;;;biological_process,oxidation-reduction process",;;;;;cellular_component,Phyhd1,";;;;;molecular_function,metal ion binding,dioxygenase activity",Phytanoyl-CoA dioxygenase domain-containing protein 1 (Fragment);Phytanoyl-CoA dioxygenase domain-containing protein 1 (Fragment);Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1,A0A0A0MQG9_MOUSE;A2AQZ5_MOUSE;A2AQZ7_MOUSE;D6RI61_MOUSE;D6RIQ3_MOUSE;PHYD1_MOUSE,1.33E-17,A0A0A0MQG9;A2AQZ5;A2AQZ7;D6RI61;D6RIQ3;Q9DB26,2,2,2,2,2,2,2,2,56.83348846,75.04483032,55.57189178,36.73545074
";autophagosome assembly,mitophagy,liver development,protein lipidation,C-terminal protein lipidation,autophagy,cellular response to nitrogen starvation,organelle organization,mitochondrion organization,adult walking behavior,cellular response to starvation,post-embryonic development,protein transport,macroautophagy,cellular homeostasis,cerebellar Purkinje cell layer development,pyramidal neuron development,central nervous system neuron axonogenesis,cerebral cortex development,protein catabolic process,neuron projection development,regulation of protein ubiquitination,positive regulation of protein modification process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein modification by small protein conjugation,cellular response to reactive oxygen species,piecemeal microautophagy of nucleus,positive regulation of insulin secretion involved in cellular response to glucose stimulus,suppression by virus of host autophagy,negative stranded viral RNA replication,response to starvation,positive regulation of apoptotic process,negative regulation of apoptotic process,late nucleophagy,positive regulation of protein catabolic process,negative regulation of phagocytosis,neurological system process,defense response to virus,cardiac muscle cell development,regulation of cell development,negative regulation of cell death,membrane organization,positive regulation of mucus secretion,cellular response to hyperoxia,autophagy of host cells involved in interaction with symbiont,amino acid homeostasis,cellular sphingolipid homeostasis,negative regulation of sphingolipid biosynthesis involved in cellular sphingolipid homeostasis,regulation of hemopoiesis,negative regulation of histone H4-K16 acetylation;",";pre-autophagosomal structure,cytoplasm,cytosol,axoneme;",Atg7,";protein binding,transcription factor binding,Atg12 activating enzyme activity,Atg8 activating enzyme activity,protein homodimerization activity;",Ubiquitin-like modifier-activating enzyme ATG7,A0A0A0MQN4_MOUSE;ATG7_MOUSE;S4R2D5_MOUSE,0.000358727,A0A0A0MQN4;Q9D906;S4R2D5,3,1,1,2,3,3,3,3,4.927252769,14.65034866,9.491167068,16.59873009
";oxidative phosphorylation,ATP biosynthetic process,mitochondrial respiratory chain complex IV assembly,hydrogen ion transmembrane transport",";mitochondrion,mitochondrial inner membrane,integral component of membrane",Surf1,;cytochrome-c oxidase activity,SURF1-like protein (Fragment);Surfeit locus protein 1,A0A0A6YVR9_MOUSE;SURF1_MOUSE,6.01E-07,A0A0A6YVR9;P09925,4,3,4,4,4,4,4,4,79.52132416,78.40364838,85.1417923,60.79101944
";;;in utero embryonic development,complement activation, classical pathway,female pregnancy,regulation of complement activation,innate immune response,negative regulation of complement activation;",";;;external side of plasma membrane,integral component of membrane,receptor complex;",Cr1l,;;;;,Complement component receptor 1-like protein (Fragment);Complement component receptor 1-like protein;Complement component receptor 1-like protein;Complement component receptor 1-like protein;Isoform 2 of Complement component receptor 1-like protein,A0A0A6YVT1_MOUSE;A0A0A6YXN9_MOUSE;A0A0A6YY75_MOUSE;CR1L_MOUSE;CR1L_MOUSE,9.41E-29,A0A0A6YVT1;A0A0A6YXN9;A0A0A6YY75;Q64735;Q64735-2,4,4,3,3,4,4,4,4,66.45328522,82.42456055,89.61473083,71.20076752
"ubiquitin-dependent protein catabolic process,positive regulation of endopeptidase activity;ovarian follicle development,transcription elongation from RNA polymerase II promoter,ubiquitin-dependent protein catabolic process,spermatid development,positive regulation of endopeptidase activity,regulation of T cell differentiation in thymus,follicle-stimulating hormone signaling pathway,proteasome assembly,oogenesis,thymus development,Sertoli cell development,positive regulation of growth hormone receptor signaling pathway,adipose tissue development,seminiferous tubule development","nucleus,cytoplasm,proteasome regulatory particle, lid subcomplex;proteasome complex,nucleoplasm,cytosol,plasma membrane,proteasome regulatory particle, lid subcomplex",Gm9774;Adrm1,"ubiquitin binding,endopeptidase activator activity,proteasome binding;protease binding,protein binding,ubiquitin binding,endopeptidase activator activity,proteasome binding",MCG119397;Proteasomal ubiquitin receptor ADRM1,A0A0A6YVU8_MOUSE;ADRM1_MOUSE,1.97E-42,A0A0A6YVU8;Q9JKV1,4,3,2,3,4,4,4,4,241.642334,288.8096619,241.0011749,301.4165039
";;;;;;;;;;;;;;;;;activation of MAPKKK activity,positive regulation of protein phosphorylation,protein phosphorylation,cytoskeleton organization,activation of JNKK activity,regulation of mitotic cell cycle,Wnt signaling pathway,microvillus assembly,stress-activated protein kinase signaling cascade,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,protein autophosphorylation,neuron projection morphogenesis,regulation of dendrite morphogenesis,protein localization to plasma membrane;;MAPK cascade,activation of MAPKKK activity,protein phosphorylation,response to stress,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,intracellular signal transduction,regulation of apoptotic process,negative regulation of apoptotic process,regulation of JNK cascade,neuron projection morphogenesis;;;MAPK cascade,activation of MAPKKK activity,regulation of cell-matrix adhesion,protein phosphorylation,response to stress,chemical synaptic transmission,multicellular organism development,regulation of mitotic cell cycle,regulation of cell-cell adhesion,regulation of cell migration,stress-activated protein kinase signaling cascade,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,negative thymic T cell selection,positive regulation of JNK cascade,protein autophosphorylation,neuron projection morphogenesis,dendrite morphogenesis,regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity;;",";;;;;;;;;;;;;;;;;nucleus,nucleoplasm,cytoplasm,cytosol,cytoskeleton,apical plasma membrane,perinuclear region of cytoplasm,recycling endosome,extracellular exosome;;cytoplasm;;;cytoplasm,Golgi apparatus,postsynaptic density,cell junction,axon,dendrite,postsynaptic membrane,extracellular exosome;;",Map4k4;Map4k4;Map4k4;Map4k4;Tnik;Map4k4;Map4k4;Tnik;Tnik;Tnik;Tnik;Tnik;Tnik;Map4k4;Mink1;Map4k4;Mink1;Tnik;Tnik;Map4k4;Mink1;Mink1;Mink1;Mink1;Mink1,";;;;;;;;;;;;;;;;;protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity;;creatine kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity;;;protein serine/threonine kinase activity,ATP binding,MAP kinase kinase kinase kinase activity;;",Mitogen-activated protein kinase kinase kinase kinase 4 (Fragment);Mitogen-activated protein kinase kinase kinase kinase 4;Mitogen-activated protein kinase kinase kinase kinase 4;Mitogen-activated protein kinase kinase kinase kinase 4;Tnik protein;Map4k4 protein;Map4k4 protein;TRAF2 and NCK interacting kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1 (Fragment);Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1;Traf2 and NCK-interacting protein kinase;Isoform 2 of Traf2 and NCK-interacting protein kinase;Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1;Misshapen-like kinase 1;Misshapen-like kinase 1;Isoform 1 of Misshapen-like kinase 1;Isoform 3 of Misshapen-like kinase 1,A0A0A6YVZ8_MOUSE;A0A0A6YW53_MOUSE;A0A0A6YWM8_MOUSE;A0A0A6YWR8_MOUSE;B2RQ80_MOUSE;B2RUE8_MOUSE;B7ZNR9_MOUSE;B9EKN8_MOUSE;E0CXD6_MOUSE;E0CY98_MOUSE;E0CZD7_MOUSE;E0CZF8_MOUSE;E9PUL9_MOUSE;E9PVG7_MOUSE;F7AMS7_MOUSE;F8VPL5_MOUSE;G3X9G2_MOUSE;TNIK_MOUSE;TNIK_MOUSE;M4K4_MOUSE;Q5SXG1_MOUSE;Q5SXG3_MOUSE;MINK1_MOUSE;MINK1_MOUSE;MINK1_MOUSE,0.000124649,A0A0A6YVZ8;A0A0A6YW53;A0A0A6YWM8;A0A0A6YWR8;B2RQ80;B2RUE8;B7ZNR9;B9EKN8;E0CXD6;E0CY98;E0CZD7;E0CZF8;E9PUL9;E9PVG7;F7AMS7;F8VPL5;G3X9G2;P83510;P83510-2;P97820;Q5SXG1;Q5SXG3;Q9JM52;Q9JM52-2;Q9JM52-3,2,1,1,1,2,2,2,2,29.03305626,30.07782936,18.74120522,47.72832489
";;;;;;neural tube closure,movement of cell or subcellular component,actin filament organization,axon guidance,actin polymerization or depolymerization,actin cytoskeleton organization,T cell receptor signaling pathway,cellular response to leukemia inhibitory factor;;;;",";;;;;;stress fiber,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,lamellipodium,cell junction,filopodium,synapse;;;;",Enah,";;;;;;actin binding,protein binding,profilin binding,SH3 domain binding,WW domain binding;;;;",Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Isoform 2 of Protein enabled homolog;Isoform 3 of Protein enabled homolog;Isoform 4 of Protein enabled homolog;Isoform 6 of Protein enabled homolog,A0A0A6YW06_MOUSE;A0A0A6YXC8_MOUSE;E9QKQ9_MOUSE;E9QKR1_MOUSE;E9QLZ9_MOUSE;J3QNM3_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE,0.003237422,A0A0A6YW06;A0A0A6YXC8;E9QKQ9;E9QKR1;E9QLZ9;J3QNM3;Q03173;Q03173-3;Q03173-4;Q03173-5;Q03173-6,1,1,2,2,3,3,3,3,7.035778522,7.575677872,9.925458908,6.985044479
";spliceosomal tri-snRNP complex assembly,ubiquitin-dependent protein catabolic process,protein deubiquitination,negative regulation of protein ubiquitination,regulation of protein stability,protein localization to cell surface",";nucleus,cytoplasm,cytosol,plasma membrane",Usp4,";thiol-dependent ubiquitin-specific protease activity,protein binding,adenosine receptor binding,identical protein binding,metal ion binding",Ubiquitin carboxyl-terminal hydrolase 4,A0A0A6YW28_MOUSE;UBP4_MOUSE,6.08E-19,A0A0A6YW28;P35123,6,7,9,8,7,7,7,7,104.806366,106.0828018,110.1708832,99.45930481
";;angiogenesis,transcription, DNA-templated,N-terminal protein amino acid acetylation,N-terminal peptidyl-methionine acetylation,cell differentiation,negative regulation of apoptotic process,positive regulation of transcription, DNA-templated,protein stabilization",";;nucleus,transcription factor complex,cytoplasm,cytosol,membrane,NatA complex,perinuclear region of cytoplasm",Naa15,";;RNA binding,protein binding,N-acetyltransferase activity,ribosome binding,peptide alpha-N-acetyltransferase activity,acetyltransferase activity","N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit",A0A0A6YW80_MOUSE;G3X8Y3_MOUSE;NAA15_MOUSE,1.68E-30,A0A0A6YW80;G3X8Y3;Q80UM3,8,8,11,11,8,8,8,8,127.1666412,176.1766052,177.6279907,190.1197052
";endocytosis,vacuolar acidification,ATP hydrolysis coupled proton transport",";vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,extracellular exosome",Atp6v1h,";proton-transporting ATPase activity, rotational mechanism",V-type proton ATPase subunit H,A0A0A6YX18_MOUSE;VATH_MOUSE,5.16E-41,A0A0A6YX18;Q8BVE3,24,24,26,25,9,9,9,9,3561.553223,3639.648682,3720.324951,3562.340332
;,;,Prkar2a,;,"cAMP-dependent protein kinase type II-alpha regulatory subunit;Protein kinase, cAMP dependent regulatory, type II alpha",A0A0A6YX73_MOUSE;Q8K1M3_MOUSE,3.27E-57,A0A0A6YX73;Q8K1M3,14,14,15,13,8,8,8,8,318.021637,298.3883972,355.6120605,282.4599304
