PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
";negative regulation of transcription from RNA polymerase II promoter,negative regulation of endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,positive regulation of defense response to virus by host,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,transcription, DNA-templated,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,JAK-STAT cascade,blood circulation,response to bacterium,macrophage derived foam cell differentiation,negative regulation of angiogenesis,cytokine-mediated signaling pathway,lipopolysaccharide-mediated signaling pathway,response to lipopolysaccharide,positive regulation of interferon-alpha production,tumor necrosis factor-mediated signaling pathway,response to cytokine,negative regulation of macrophage fusion,response to type I interferon,response to interferon-beta,cellular response to interferon-beta,negative regulation of I-kappaB kinase/NF-kappaB signaling,response to exogenous dsRNA,response to peptide hormone,positive regulation of erythrocyte differentiation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,negative regulation by virus of viral protein levels in host cell,positive regulation of smooth muscle cell proliferation,response to cAMP,defense response to virus,interferon-gamma-mediated signaling pathway,type I interferon signaling pathway,JAK-STAT cascade involved in growth hormone signaling pathway,renal tubule development,cellular response to lipopolysaccharide,cellular response to cytokine stimulus,cellular response to interferon-gamma,cellular response to organic cyclic compound,metanephric mesenchymal cell proliferation involved in metanephros development,metanephric mesenchymal cell differentiation,negative regulation of metanephric nephron tubule epithelial cell differentiation;",";nuclear chromatin,nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,axon,dendrite,protein complex,perinuclear region of cytoplasm;",Stat1,";RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II core promoter sequence-specific DNA binding,transcription factor activity, RNA polymerase II core promoter sequence-specific,core promoter binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,signal transducer activity,tumor necrosis factor receptor binding,protein binding,enzyme binding,histone acetyltransferase binding,nuclear hormone receptor binding,histone binding,identical protein binding,protein homodimerization activity,ubiquitin-like protein ligase binding,cadherin binding,repressing transcription factor binding,promoter-specific chromatin binding;",Signal transducer and activator of transcription;Signal transducer and activator of transcription 1;Signal transducer and activator of transcription,A0A087WSP5_MOUSE;STAT1_MOUSE;Q8C3V4_MOUSE,6.04E-22,A0A087WSP5;P42225;Q8C3V4,9,9,11,10,7,7,7,7,3782.265137,152.0868225,3221.319336,1469.478516
";tryptophan metabolic process,fatty acid beta-oxidation using acyl-CoA dehydrogenase",";mitochondrion,mitochondrial inner membrane,mitochondrial matrix",Gcdh,";glutaryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","Glutaryl-CoA dehydrogenase, mitochondrial;Glutaryl-CoA dehydrogenase, mitochondrial",A0A0A0MQ68_MOUSE;GCDH_MOUSE,1.13E-39,A0A0A0MQ68;Q60759,23,21,21,22,13,13,13,13,2817.641113,1861.742188,1545.249756,2462.109375
;hematopoietic progenitor cell differentiation;;;,;membrane;;;,Prrc2c,";RNA binding,protein C-terminus binding;;;",Protein PRRC2C;Protein PRRC2C;Isoform 5 of Protein PRRC2C;Protein PRRC2C;Protein PRRC2C,A0A0A0MQ79_MOUSE;PRC2C_MOUSE;PRC2C_MOUSE;S4R294_MOUSE;S4R2J9_MOUSE,4.77E-11,A0A0A0MQ79;Q3TLH4;Q3TLH4-5;S4R294;S4R2J9,5,5,6,6,6,6,6,6,59.33207703,46.90610504,71.25632477,48.28060532
;;positive regulation of mast cell activation;,";;cell surface,integral component of membrane;",Havcr1,";;phosphatidylserine binding,protein binding;",Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Isoform 2 of Hepatitis A virus cellular receptor 1 homolog,A0A0A0MQ86_MOUSE;Q3V033_MOUSE;HAVR1_MOUSE;HAVR1_MOUSE,6.32E-42,A0A0A0MQ86;Q3V033;Q5QNS5;Q5QNS5-2,10,7,10,9,8,8,8,8,3217.904541,577.9703979,3469.176758,2198.133545
";positive regulation of I-kappaB kinase/NF-kappaB signaling,cytokine secretion,interleukin-1 alpha secretion",";extracellular space,nucleus,nucleolus,cytoplasm,cytosol,plasma membrane,perinuclear region of cytoplasm,extracellular exosome",S100a13,";copper ion binding,calcium ion binding,zinc ion binding,lipid binding,fibroblast growth factor binding,protein homodimerization activity,RAGE receptor binding",Protein S100-A13,A0A0A0MQ90_MOUSE;S10AD_MOUSE,1.06E-05,A0A0A0MQ90;P97352,3,3,2,3,3,3,3,3,183.8777924,256.5656433,362.8213501,283.1533203
;positive regulation of cell proliferation,";cytoplasm,extracellular exosome",Nccrp1,;molecular_function,F-box only protein 50,A0A0A0MQ97_MOUSE;FBX50_MOUSE,6.95E-20,A0A0A0MQ97;G3X9C2,4,5,4,5,7,7,7,7,45.5920639,171.505661,77.42884064,46.19471741
";;protein N-linked glycosylation,acute-phase response,negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone;negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone",";;extracellular region,extracellular space,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,extracellular exosome;extracellular region,extracellular space,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,extracellular exosome",Serpina1a;Serpina1c;Serpina1a;Serpina1c,";;protease binding,serine-type endopeptidase inhibitor activity,protein binding,identical protein binding;protease binding,serine-type endopeptidase inhibitor activity,identical protein binding",Alpha-1-antitrypsin 1-1;Alpha-1-antitrypsin 1-3;Alpha-1-antitrypsin 1-1;Alpha-1-antitrypsin 1-3,A0A0A0MQA3_MOUSE;A0A0R4J0X5_MOUSE;A1AT1_MOUSE;A1AT3_MOUSE,8.14E-37,A0A0A0MQA3;A0A0R4J0X5;P07758;Q00896,11,12,12,12,12,12,12,12,2396.233643,24232.84961,4164.705566,3649.388184
";cytoskeleton organization,microtubule-based process",";cytoplasm,microtubule,microtubule cytoskeleton,extracellular exosome",Tuba4a,";GTPase activity,structural constituent of cytoskeleton,GTP binding,enzyme binding",Tubulin alpha chain (Fragment);Tubulin alpha-4A chain,A0A0A0MQA5_MOUSE;TBA4A_MOUSE,3.79E-44,A0A0A0MQA5;P68368,48,46,48,47,15,15,15,15,45995.55078,47142.19531,42882.54297,40101.82422
";;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus",";;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane",Mapt,";;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding",Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;TAU_MOUSE,3.32E-31,A0A0A0MQC7;A2A5Y6;P10637,8,2,9,9,8,8,8,8,483.4706421,32.81704712,374.8371582,381.03302
";microtubule cytoskeleton organization,glucose metabolic process,glycolytic process,multicellular organism development,negative regulation of endopeptidase activity,negative regulation of translation,killing of cells of other organism,peptidyl-cysteine S-trans-nitrosylation,positive regulation of cytokine secretion,protein stabilization,defense response to fungus,neuron apoptotic process,killing by host of symbiont cells,positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction,oxidation-reduction process,Requires Ontology,cellular response to interferon-gamma",";nucleus,cytoplasm,mitochondrion,lipid particle,cytosol,plasma membrane,microtubule cytoskeleton,membrane,intracellular ribonucleoprotein complex,extracellular matrix,nuclear membrane,vesicle,myelin sheath,intracellular membrane-bounded organelle,extracellular exosome,GAIT complex",Gapdh,";glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,protein binding,microtubule binding,aspartic-type endopeptidase inhibitor activity,enzyme binding,peptidyl-cysteine S-nitrosylase activity,identical protein binding,NADP binding,NAD binding,disordered domain specific binding",Glyceraldehyde-3-phosphate dehydrogenase,A0A0A0MQF6_MOUSE;G3P_MOUSE,7.21E-24,A0A0A0MQF6;P16858,44,43,43,45,15,15,15,15,90196.1875,73994.75,74532.72656,88799.02344
";;;;;biological_process,oxidation-reduction process",;;;;;cellular_component,Phyhd1,";;;;;molecular_function,metal ion binding,dioxygenase activity",Phytanoyl-CoA dioxygenase domain-containing protein 1 (Fragment);Phytanoyl-CoA dioxygenase domain-containing protein 1 (Fragment);Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1,A0A0A0MQG9_MOUSE;A2AQZ5_MOUSE;A2AQZ7_MOUSE;D6RI61_MOUSE;D6RIQ3_MOUSE;PHYD1_MOUSE,6.26E-22,A0A0A0MQG9;A2AQZ5;A2AQZ7;D6RI61;D6RIQ3;Q9DB26,1,1,2,1,2,2,2,2,35.90186691,19.61552048,33.5,25.92945099
";autophagosome assembly,mitophagy,liver development,protein lipidation,C-terminal protein lipidation,autophagy,cellular response to nitrogen starvation,organelle organization,mitochondrion organization,adult walking behavior,cellular response to starvation,post-embryonic development,protein transport,macroautophagy,cellular homeostasis,cerebellar Purkinje cell layer development,pyramidal neuron development,central nervous system neuron axonogenesis,cerebral cortex development,protein catabolic process,neuron projection development,regulation of protein ubiquitination,positive regulation of protein modification process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,protein modification by small protein conjugation,cellular response to reactive oxygen species,piecemeal microautophagy of nucleus,positive regulation of insulin secretion involved in cellular response to glucose stimulus,suppression by virus of host autophagy,negative stranded viral RNA replication,response to starvation,positive regulation of apoptotic process,negative regulation of apoptotic process,late nucleophagy,positive regulation of protein catabolic process,negative regulation of phagocytosis,neurological system process,defense response to virus,cardiac muscle cell development,regulation of cell development,negative regulation of cell death,membrane organization,positive regulation of mucus secretion,cellular response to hyperoxia,autophagy of host cells involved in interaction with symbiont,amino acid homeostasis,cellular sphingolipid homeostasis,negative regulation of sphingolipid biosynthesis involved in cellular sphingolipid homeostasis,regulation of hemopoiesis,negative regulation of histone H4-K16 acetylation;",";pre-autophagosomal structure,cytoplasm,cytosol,axoneme;",Atg7,";protein binding,transcription factor binding,Atg12 activating enzyme activity,Atg8 activating enzyme activity,protein homodimerization activity;",Ubiquitin-like modifier-activating enzyme ATG7,A0A0A0MQN4_MOUSE;ATG7_MOUSE;S4R2D5_MOUSE,1.81E-31,A0A0A0MQN4;Q9D906;S4R2D5,2,2,2,3,3,3,3,3,17.90984344,43.69279099,51.42185211,36.49547577
";oxidative phosphorylation,ATP biosynthetic process,mitochondrial respiratory chain complex IV assembly,hydrogen ion transmembrane transport",";mitochondrion,mitochondrial inner membrane,integral component of membrane",Surf1,;cytochrome-c oxidase activity,SURF1-like protein (Fragment);Surfeit locus protein 1,A0A0A6YVR9_MOUSE;SURF1_MOUSE,0.000185883,A0A0A6YVR9;P09925,3,2,4,4,4,4,4,4,60.37149811,67.7983017,59.52854538,65.66339874
";;;in utero embryonic development,complement activation, classical pathway,female pregnancy,regulation of complement activation,innate immune response,negative regulation of complement activation;",";;;external side of plasma membrane,integral component of membrane,receptor complex;",Cr1l,;;;;,Complement component receptor 1-like protein (Fragment);Complement component receptor 1-like protein;Complement component receptor 1-like protein;Complement component receptor 1-like protein;Isoform 2 of Complement component receptor 1-like protein,A0A0A6YVT1_MOUSE;A0A0A6YXN9_MOUSE;A0A0A6YY75_MOUSE;CR1L_MOUSE;CR1L_MOUSE,3.98E-37,A0A0A6YVT1;A0A0A6YXN9;A0A0A6YY75;Q64735;Q64735-2,3,4,4,3,4,4,4,4,91.15592194,103.1465683,74.53670502,63.40396118
"ubiquitin-dependent protein catabolic process,positive regulation of endopeptidase activity;ovarian follicle development,transcription elongation from RNA polymerase II promoter,ubiquitin-dependent protein catabolic process,spermatid development,positive regulation of endopeptidase activity,regulation of T cell differentiation in thymus,follicle-stimulating hormone signaling pathway,proteasome assembly,oogenesis,thymus development,Sertoli cell development,positive regulation of growth hormone receptor signaling pathway,adipose tissue development,seminiferous tubule development","nucleus,cytoplasm,proteasome regulatory particle, lid subcomplex;proteasome complex,nucleoplasm,cytosol,plasma membrane,proteasome regulatory particle, lid subcomplex",Gm9774;Adrm1,"ubiquitin binding,endopeptidase activator activity,proteasome binding;protease binding,protein binding,ubiquitin binding,endopeptidase activator activity,proteasome binding",MCG119397;Proteasomal ubiquitin receptor ADRM1,A0A0A6YVU8_MOUSE;ADRM1_MOUSE,3.19E-38,A0A0A6YVU8;Q9JKV1,4,4,4,4,4,4,4,4,362.0011292,393.6369934,518.185791,400.5783081
";;;;;;;;;;;;;;;;;activation of MAPKKK activity,positive regulation of protein phosphorylation,protein phosphorylation,cytoskeleton organization,activation of JNKK activity,regulation of mitotic cell cycle,Wnt signaling pathway,microvillus assembly,stress-activated protein kinase signaling cascade,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,protein autophosphorylation,neuron projection morphogenesis,regulation of dendrite morphogenesis,protein localization to plasma membrane;;MAPK cascade,activation of MAPKKK activity,protein phosphorylation,response to stress,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,intracellular signal transduction,regulation of apoptotic process,negative regulation of apoptotic process,regulation of JNK cascade,neuron projection morphogenesis;;;MAPK cascade,activation of MAPKKK activity,regulation of cell-matrix adhesion,protein phosphorylation,response to stress,chemical synaptic transmission,multicellular organism development,regulation of mitotic cell cycle,regulation of cell-cell adhesion,regulation of cell migration,stress-activated protein kinase signaling cascade,actin cytoskeleton reorganization,intracellular signal transduction,regulation of apoptotic process,negative thymic T cell selection,positive regulation of JNK cascade,protein autophosphorylation,neuron projection morphogenesis,dendrite morphogenesis,regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity;;",";;;;;;;;;;;;;;;;;nucleus,nucleoplasm,cytoplasm,cytosol,cytoskeleton,apical plasma membrane,perinuclear region of cytoplasm,recycling endosome,extracellular exosome;;cytoplasm;;;cytoplasm,Golgi apparatus,postsynaptic density,cell junction,axon,dendrite,postsynaptic membrane,extracellular exosome;;",Map4k4;Map4k4;Map4k4;Map4k4;Tnik;Map4k4;Map4k4;Tnik;Tnik;Tnik;Tnik;Tnik;Tnik;Map4k4;Mink1;Map4k4;Mink1;Tnik;Tnik;Map4k4;Mink1;Mink1;Mink1;Mink1;Mink1,";;;;;;;;;;;;;;;;;protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity;;creatine kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity;;;protein serine/threonine kinase activity,ATP binding,MAP kinase kinase kinase kinase activity;;",Mitogen-activated protein kinase kinase kinase kinase 4 (Fragment);Mitogen-activated protein kinase kinase kinase kinase 4;Mitogen-activated protein kinase kinase kinase kinase 4;Mitogen-activated protein kinase kinase kinase kinase 4;Tnik protein;Map4k4 protein;Map4k4 protein;TRAF2 and NCK interacting kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Traf2 and NCK-interacting protein kinase;Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1 (Fragment);Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1;Traf2 and NCK-interacting protein kinase;Isoform 2 of Traf2 and NCK-interacting protein kinase;Mitogen-activated protein kinase kinase kinase kinase 4;Misshapen-like kinase 1;Misshapen-like kinase 1;Misshapen-like kinase 1;Isoform 1 of Misshapen-like kinase 1;Isoform 3 of Misshapen-like kinase 1,A0A0A6YVZ8_MOUSE;A0A0A6YW53_MOUSE;A0A0A6YWM8_MOUSE;A0A0A6YWR8_MOUSE;B2RQ80_MOUSE;B2RUE8_MOUSE;B7ZNR9_MOUSE;B9EKN8_MOUSE;E0CXD6_MOUSE;E0CY98_MOUSE;E0CZD7_MOUSE;E0CZF8_MOUSE;E9PUL9_MOUSE;E9PVG7_MOUSE;F7AMS7_MOUSE;F8VPL5_MOUSE;G3X9G2_MOUSE;TNIK_MOUSE;TNIK_MOUSE;M4K4_MOUSE;Q5SXG1_MOUSE;Q5SXG3_MOUSE;MINK1_MOUSE;MINK1_MOUSE;MINK1_MOUSE,3.38E-14,A0A0A6YVZ8;A0A0A6YW53;A0A0A6YWM8;A0A0A6YWR8;B2RQ80;B2RUE8;B7ZNR9;B9EKN8;E0CXD6;E0CY98;E0CZD7;E0CZF8;E9PUL9;E9PVG7;F7AMS7;F8VPL5;G3X9G2;P83510;P83510-2;P97820;Q5SXG1;Q5SXG3;Q9JM52;Q9JM52-2;Q9JM52-3,1,1,2,2,2,2,2,2,75.67264557,113.5915146,101.6803284,97.85842896
";;;;;neural tube closure,movement of cell or subcellular component,actin filament organization,axon guidance,actin polymerization or depolymerization,actin cytoskeleton organization,T cell receptor signaling pathway,cellular response to leukemia inhibitory factor;;;;",";;;;;stress fiber,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,lamellipodium,cell junction,filopodium,synapse;;;;",Enah,";;;;;actin binding,protein binding,profilin binding,SH3 domain binding,WW domain binding;;;;",Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Protein enabled homolog;Isoform 2 of Protein enabled homolog;Isoform 3 of Protein enabled homolog;Isoform 4 of Protein enabled homolog;Isoform 6 of Protein enabled homolog,A0A0A6YW06_MOUSE;E9QKQ9_MOUSE;E9QKR1_MOUSE;E9QLZ9_MOUSE;J3QNM3_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE;ENAH_MOUSE,3.29E-15,A0A0A6YW06;E9QKQ9;E9QKR1;E9QLZ9;J3QNM3;Q03173;Q03173-3;Q03173-4;Q03173-5;Q03173-6,3,3,5,4,5,5,5,5,22.23097801,17.98576164,32.73226547,25.19527817
