Category,Use.For,Protein,Accession,Entry.name,Protein.names.x,Type,Notes,assignment
3,All EVs as purity control,MRPL57 MRP63,Q9CQF8,RT63_MOUSE,"Ribosomal protein 63, mitochondrial (hMRP63) (Mitochondrial large ribosomal subunit protein mL63) (Mitochondrial ribosomal protein 63) (Mitochondrial ribosomal protein L57)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL45,Q9D0Q7,RM45_MOUSE,"39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45) (Mitochondrial large ribosomal subunit protein mL45)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
1,All EVs,H2AJ H2AFJ,Q8R1M2,H2AJ_MOUSE,Histone H2A.J (H2a/j),cell/tissue specific,MHC class II,
5,Functional component of EVs: need to determine the mode of association with EVs,COLEC11 UNQ596/PRO1182,Q3SXB8,COL11_MOUSE,Collectin-11 (Collectin kidney protein 1) (CL-K1),,,
5,Functional component of EVs: need to determine the mode of association with EVs,COL25A1,Q99MQ5,COPA1_MOUSE,Collagen alpha-1(XXV) chain (Alzheimer disease amyloid-associated protein) (AMY) (CLAC-P) [Cleaved into: Collagen-like Alzheimer amyloid plaque component (CLAC)],,,
2,All EVs,CHMP4a,NA,CHM4A_MOUSE,Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1),with lipid or membrane protein-binding ability,,unknown
3,All EVs as purity control,MRPL32 HSPC283,Q9DCI9,RM32_MOUSE,"39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32) (Mitochondrial large ribosomal subunit protein bL32m)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL20,Q9CQL4,RM20_MOUSE,"39S ribosomal protein L20, mitochondrial (L20mt) (MRP-L20) (Mitochondrial large ribosomal subunit protein bL20m)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL13,Q9D1P0,RM13_MOUSE,"39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPL9,Q99N94,RM09_MOUSE,"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL4 CDABP0091 CGI-28,Q9DCU6,RM04_MOUSE,"39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPL1 BM-022,Q99N96,RM01_MOUSE,"39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1) (Mitochondrial large ribosomal subunit protein uL1m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPS26 C20orf193 RPMS13,Q80ZS3,RT26_MOUSE,"28S ribosomal protein S26, mitochondrial (MRP-S26) (S26mt) (28S ribosomal protein S13, mitochondrial) (MRP-S13) (S13mt) (Mitochondrial small ribosomal subunit protein mS26)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL37 MRPL2 RPML2 HSPC235,Q921S7,RM37_MOUSE,"39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37) (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein mL37)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
5,Functional component of EVs: need to determine the mode of association with EVs,IL22 ILTIF ZCYTO18 UNQ3099/PRO10096,Q9JJY9,IL22_MOUSE,Interleukin-22 (IL-22) (Cytokine Zcyto18) (IL-10-related T-cell-derived-inducible factor) (IL-TIF),Cytokines and growth factors,,
3,All EVs as purity control,MRPL18 HSPC071,Q9CQL5,RM18_MOUSE,"39S ribosomal protein L18, mitochondrial (L18mt) (MRP-L18) (Mitochondrial large ribosomal subunit protein uL18m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
2,All EVs,EHD4 HCA10 HCA11 PAST4 FKSG7,Q9EQP2,EHD4_MOUSE,EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4),with lipid or membrane protein-binding ability,,unknown
5,Functional component of EVs: need to determine the mode of association with EVs,IL25 IL17E UNQ3120/PRO10272,NA,IL25_MOUSE,Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E),Cytokines and growth factors,,
3,All EVs as purity control,MRPL46 C15orf4 LIECG2,Q9EQI8,RM46_MOUSE,"39S ribosomal protein L46, mitochondrial (L46mt) (MRP-L46) (Mitochondrial large ribosomal subunit protein mL46) (P2ECSL)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
2,All EVs,CHMP4b,Q9D8B3,CHM4B_MOUSE,Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2),with lipid or membrane protein-binding ability,,unknown
2,All EVs,EHD1 PAST PAST1 CDABP0131,Q9WVK4,EHD1_MOUSE,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),with lipid or membrane protein-binding ability,,unknown
3,All EVs as purity control,MRPL44,Q9CY73,RM44_MOUSE,"39S ribosomal protein L44, mitochondrial (L44mt) (MRP-L44) (EC 3.1.26.-) (Mitochondrial large ribosomal subunit protein mL44)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
5,Functional component of EVs: need to determine the mode of association with EVs,IL1RL2 IL1RRP2,Q9ERS7,ILRL2_MOUSE,Interleukin-1 receptor-like 2 (EC 3.2.2.6) (IL-36 receptor) (IL-36R) (Interleukin-1 receptor-related protein 2) (IL-1Rrp2) (IL1R-rp2),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL21,Q9ES17,IL21_MOUSE,Interleukin-21 (IL-21) (Za11),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL21R NILR UNQ3121/PRO10273,Q9JHX3,IL21R_MOUSE,Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360),Cytokines and growth factors,,
3,All EVs as purity control,MRPL47 NCM1 CGI-204,Q8K2Y7,RM47_MOUSE,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47) (Mitochondrial large ribosomal subunit protein uL29m) (Nasopharyngeal carcinoma metastasis-related protein 1)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
2,All EVs,CHMP1a,Q921W0,CHM1A_MOUSE,Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1),with lipid or membrane protein-binding ability,,unknown
5,Functional component of EVs: need to determine the mode of association with EVs,IL1RAPL2 IL1R9,Q9ERS6,IRPL2_MOUSE,X-linked interleukin-1 receptor accessory protein-like 2 (IL-1 receptor accessory protein-like 2) (IL-1-RAPL-2) (IL-1RAPL-2) (IL1RAPL-2) (EC 3.2.2.6) (IL1RAPL-2-related protein) (Interleukin-1 receptor 9) (IL-1R-9) (IL-1R9) (Three immunoglobulin domain-containing IL-1 receptor-related 1) (TIGIRR-1),Cytokines and growth factors,,
3,All EVs as purity control,MRPS30 PDCD9 BM-047,Q9D0G0,RT30_MOUSE,"39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)",protein and protein/nucleic acid aggregates,,unknown
5,Functional component of EVs: need to determine the mode of association with EVs,IL23A SGRF UNQ2498/PRO5798,Q9EQ14,IL23A_MOUSE,Interleukin-23 subunit alpha (IL-23 subunit alpha) (IL-23-A) (Interleukin-23 subunit p19) (IL-23p19),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL1RAP C3orf13 IL1R3,Q61730,IL1AP_MOUSE,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3),Cytokines and growth factors,,PM
5,Functional component of EVs: need to determine the mode of association with EVs,IL26 AK155,NA,IL26_MOUSE,Interleukin-26 (IL-26) (Protein AK155),Cytokines and growth factors,,
1,All EVs,NMRK2 ITGB1BP3 NRK2,Q9D7C9,NRK2_MOUSE,Nicotinamide riboside kinase 2 (NRK 2) (NmR-K 2) (EC 2.7.1.22) (Integrin beta-1-binding protein 3) (Muscle integrin-binding protein) (MIBP) (Nicotinic acid riboside kinase 2) (EC 2.7.1.173) (Ribosylnicotinamide kinase 2) (RNK 2) (Ribosylnicotinic acid kinase 2),non-tissue specific,Integrins,
3,All EVs as purity control,RPS10P5 RPS10L,NA,RS10L_MOUSE,Putative 40S ribosomal protein S10-like,protein and protein/nucleic acid aggregates,,
3,All EVs as purity control,MRPL40 NLVCF URIM,Q9Z2Q5,RM40_MOUSE,"39S ribosomal protein L40, mitochondrial (L40mt) (MRP-L40) (Mitochondrial large ribosomal subunit protein mL40) (Nuclear localization signal-containing protein deleted in velocardiofacial syndrome) (Up-regulated in metastasis)",protein and protein/nucleic acid aggregates,,unknown
5,Functional component of EVs: need to determine the mode of association with EVs,IL17RB CRL4 EVI27 IL17BR UNQ2501/PRO19612,Q9JIP3,I17RB_MOUSE,Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor),Cytokines and growth factors,,
3,All EVs as purity control,MRPL17 LIP2,Q9D8P4,RM17_MOUSE,"39S ribosomal protein L17, mitochondrial (L17mt) (MRP-L17) (LYST-interacting protein 2) (Mitochondrial large ribosomal subunit protein bL17m)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,IMP3 C15orf12 MRPS4,Q921Y2,IMP3_MOUSE,U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2),protein and protein/nucleic acid aggregates,,NUCLEUS
3,All EVs as purity control,MRPS18A,Q99N85,RT18A_MOUSE,"39S ribosomal protein S18a, mitochondrial (MRP-S18-a) (Mrps18a) (S18mt-a) (39S ribosomal protein S18-3, mitochondrial) (MRP-S18-3) (Mitochondrial large ribosomal subunit protein bS18a) (Mitochondrial large ribosomal subunit protein mL66)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,AURKAIP1 AIP AKIP MRPS38,Q9DCJ7,AKIP_MOUSE,"Aurora kinase A-interacting protein (AURKA-interacting protein) (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Mitochondrial small ribosomal subunit protein mS38)",protein and protein/nucleic acid aggregates,,
3,All EVs as purity control,MRPL22 MRPL25 RPML25 HSPC158,Q8BU88,RM22_MOUSE,"39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22) (39S ribosomal protein L25, mitochondrial) (L25mt) (MRP-L25) (Mitochondrial large ribosomal subunit protein uL22m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPL16 PNAS-111,Q99N93,RM16_MOUSE,"39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16) (Mitochondrial large ribosomal subunit protein uL16m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,NHP2 NOLA2 HSPC286,Q9CRB2,NHP2_MOUSE,H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2),protein and protein/nucleic acid aggregates,,NUCLEUS
3,All EVs as purity control,MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22,Q9JKF7,RM39_MOUSE,"39S ribosomal protein L39, mitochondrial (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5) (Mitochondrial large ribosomal subunit protein mL39)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
5,Functional component of EVs: need to determine the mode of association with EVs,IL20 ZCYTO10 UNQ852/PRO1801,Q9JKV9,IL20_MOUSE,Interleukin-20 (IL-20) (Cytokine Zcyto10),Cytokines and growth factors,,
3,All EVs as purity control,MRPL35 BM-007,Q9CQL6,RM35_MOUSE,"39S ribosomal protein L35, mitochondrial (L35mt) (MRP-L35) (Mitochondrial large ribosomal subunit protein bL35m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
5,Functional component of EVs: need to determine the mode of association with EVs,IL37 FIL1Z IL1F7 IL1H4 IL1RP1,NA,IL37_MOUSE,Interleukin-37 (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1) (Interleukin-23) (IL-37),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL36B IL1F8 IL1H2,Q9D6Z6,IL36B_MOUSE,Interleukin-36 beta (FIL1 eta) (Interleukin-1 eta) (IL-1 eta) (Interleukin-1 family member 8) (IL-1F8) (Interleukin-1 homolog 2) (IL-1H2),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737,Q8R460,IL36G_MOUSE,Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL1RAPL1 OPHN4,P59823,IRPL1_MOUSE,Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1),Cytokines and growth factors,,
2,All EVs,EHD3 EHD2 PAST3,Q9QXY6,EHD3_MOUSE,EH domain-containing protein 3 (PAST homolog 3),with lipid or membrane protein-binding ability,,PM
2,All EVs,EHD2 PAST2,Q8BH64,EHD2_MOUSE,EH domain-containing protein 2 (PAST homolog 2),with lipid or membrane protein-binding ability,,unknown
2,All EVs,CHMP5,Q9D7S9,CHMP5_MOUSE,Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2) (Vacuolar protein sorting-associated protein 60) (Vps60) (hVps60),with lipid or membrane protein-binding ability,,unknown
3,All EVs as purity control,MRPL15 HSPC145,Q9CPR5,RM15_MOUSE,"39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein uL15m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPL36 BRIP1,Q99N90,RM36_MOUSE,"39S ribosomal protein L36, mitochondrial (L36mt) (MRP-L36) (BRCA1-interacting protein 1) (Mitochondrial large ribosomal subunit protein bL36m)",protein and protein/nucleic acid aggregates,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL17C UNQ561/PRO1122,Q8K4C5,IL17C_MOUSE,Interleukin-17C (IL-17C) (Cytokine CX2),Cytokines and growth factors,,
3,All EVs as purity control,MRPL27 HSPC250,Q99N92,RM27_MOUSE,"39S ribosomal protein L27, mitochondrial (L27mt) (MRP-L27) (Mitochondrial large ribosomal subunit protein bL27m)",protein and protein/nucleic acid aggregates,,unknown
5,Functional component of EVs: need to determine the mode of association with EVs,COL20A1 KIAA1510,Q923P0,COKA1_MOUSE,Collagen alpha-1(XX) chain,,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342,Q9QYY1,I36RA_MOUSE,Interleukin-36 receptor antagonist protein (IL-36Ra) (FIL1 delta) (IL-1-related protein 3) (IL-1RP3) (Interleukin-1 HY1) (IL-1HY1) (Interleukin-1 delta) (IL-1 delta) (Interleukin-1 family member 5) (IL-1F5) (Interleukin-1 receptor antagonist homolog 1) (IL-1ra homolog 1) (Interleukin-1-like protein 1) (IL-1L1),Cytokines and growth factors,,
3,All EVs as purity control,RSL24D1 C15orf15 RPL24L My024,Q99L28,RLP24_MOUSE,Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like),protein and protein/nucleic acid aggregates,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL36A FIL1E IL1E IL1F6,Q9JLA2,IL36A_MOUSE,Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL19 ZMDA1,Q8CJ70,IL19_MOUSE,Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL20RA UNQ681/PRO1315,Q6PHB0,I20RA_MOUSE,Interleukin-20 receptor subunit alpha (IL-20 receptor subunit alpha) (IL-20R-alpha) (IL-20RA) (Cytokine receptor class-II member 8) (Cytokine receptor family 2 member 8) (CRF2-8) (IL-20R1) (ZcytoR7),Cytokines and growth factors,,
5,Functional component of EVs: need to determine the mode of association with EVs,IL17B IL20 NIRF ZCYTO7 UNQ516/PRO1031,Q9QXT6,IL17B_MOUSE,Interleukin-17B (IL-17B) (Cytokine Zcyto7) (Interleukin-20) (IL-20) (Neuronal interleukin-17-related factor),Cytokines and growth factors,,
2,All EVs,ANXA10 ANX14,Q9QZ10,ANX10_MOUSE,Annexin A10 (Annexin-10) (Annexin-14),with lipid or membrane protein-binding ability,Annexins,
3,All EVs as purity control,MRTO4 C1orf33 MRT4,Q9D0I8,MRT4_MOUSE,mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4),protein and protein/nucleic acid aggregates,,NUCLEUS
1,All EVs,ITGB1BP2 MSTP015,Q9R000,ITBP2_MOUSE,Integrin beta-1-binding protein 2 (Melusin),non-tissue specific,Integrins,
1,All EVs,ITGA11 MSTP018,P61622,ITA11_MOUSE,Integrin alpha-11,non-tissue specific,Integrins,
5,Functional component of EVs: need to determine the mode of association with EVs,COL17A1 BP180 BPAG2,Q07563,COHA1_MOUSE,Collagen alpha-1(XVII) chain (180 kDa bullous pemphigoid antigen 2) (Bullous pemphigoid antigen 2) [Cleaved into: 120 kDa linear IgA disease antigen (120 kDa linear IgA dermatosis antigen) (Linear IgA disease antigen 1) (LAD-1); 97 kDa linear IgA disease antigen (97 kDa linear IgA bullous dermatosis antigen) (97 kDa LAD antigen) (97-LAD) (Linear IgA bullous disease antigen of 97 kDa) (LABD97)],,,
2,All EVs,VSPS4A,Q8VEJ9,VPS4A_MOUSE,Vacuolar protein sorting-associated protein 4A (EC 3.6.4.6) (Protein SKD2) (VPS4-1) (hVPS4),with lipid or membrane protein-binding ability,,unknown
3,All EVs as purity control,RPL26L1 RPL26P1,NA,RL26L_MOUSE,60S ribosomal protein L26-like 1 (Large ribosomal subunit protein uL24-like 1),protein and protein/nucleic acid aggregates,,
1,All EVs,TFR2,Q9JKX3,TFR2_MOUSE,Transferrin receptor protein 2 (TfR2),non-tissue specific,transferrin receptor,
2,All EVs,CHMP2b,Q8BJF9,CHM2B_MOUSE,Charged multivesicular body protein 2b (CHMP2.5) (Chromatin-modifying protein 2b) (CHMP2b) (Vacuolar protein sorting-associated protein 2-2) (Vps2-2) (hVps2-2),with lipid or membrane protein-binding ability,,unknown
3,All EVs as purity control,MRPS33 CGI-139 PTD003,Q9D2R8,RT33_MOUSE,"28S ribosomal protein S33, mitochondrial (MRP-S33) (S33mt) (Mitochondrial small ribosomal subunit protein mS33)",protein and protein/nucleic acid aggregates,,
3,All EVs as purity control,MRPS28 MRPS35 HSPC007,Q9CY16,RT28_MOUSE,"28S ribosomal protein S28, mitochondrial (MRP-S28) (S28mt) (28S ribosomal protein S35, mitochondrial) (MRP-S35) (S35mt) (Mitochondrial small ribosomal subunit protein bS1m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPS17 RPMS17 HSPC011,Q9CQE3,RT17_MOUSE,"28S ribosomal protein S17, mitochondrial (MRP-S17) (S17mt) (Mitochondrial small ribosomal subunit protein uS17m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPS7,Q80X85,RT07_MOUSE,"28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt) (Mitochondrial small ribosomal subunit protein uS7m) (bMRP-27a) (bMRP27a)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPS2 CGI-91,Q924T2,RT02_MOUSE,"28S ribosomal protein S2, mitochondrial (MRP-S2) (S2mt) (Mitochondrial small ribosomal subunit protein uS2m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPL11 CGI-113,Q9CQF0,RM11_MOUSE,"39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)",protein and protein/nucleic acid aggregates,,MITOCHONDRIA
3,All EVs as purity control,MRPS16 RPMS16 CGI-132,Q9CPX7,RT16_MOUSE,"28S ribosomal protein S16, mitochondrial (MRP-S16) (S16mt) (Mitochondrial small ribosomal subunit protein bS16m)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPS18C CGI-134,Q8R2L5,RT18C_MOUSE,"28S ribosomal protein S18c, mitochondrial (MRP-S18-c) (Mrps18-c) (S18mt-c) (28S ribosomal protein S18-1, mitochondrial) (MRP-S18-1) (Mitochondrial small ribosomal subunit protein bS18c) (Mitochondrial small ribosomal subunit protein bS18m)",protein and protein/nucleic acid aggregates,,
3,All EVs as purity control,MRPS23 CGI-138 HSPC329,Q8VE22,RT23_MOUSE,"28S ribosomal protein S23, mitochondrial (MRP-S23) (S23mt) (Mitochondrial small ribosomal subunit protein mS23)",protein and protein/nucleic acid aggregates,,unknown
2,All EVs,CHMP3,Q9CQ10,CHMP3_MOUSE,Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Neuroendocrine differentiation factor) (Vacuolar protein sorting-associated protein 24) (hVps24),with lipid or membrane protein-binding ability,,
3,All EVs as purity control,RPL36,P47964,RL36_MOUSE,60S ribosomal protein L36 (Large ribosomal subunit protein eL36),protein and protein/nucleic acid aggregates,,RIBOSOME 60S
3,All EVs as purity control,MRPS18B C6orf14 HSPC183 PTD017,Q99N84,RT18B_MOUSE,"28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2) (Mitochondrial small ribosomal subunit protein bS18b) (Mitochondrial small ribosomal subunit protein mS40)",protein and protein/nucleic acid aggregates,,unknown
3,All EVs as purity control,MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007,Q9CPV3,RM42_MOUSE,"39S ribosomal protein L42, mitochondrial (L42mt) (MRP-L42) (39S ribosomal protein L31, mitochondrial) (L31mt) (MRP-L31) (Mitochondrial large ribosomal subunit protein mL42)",protein and protein/nucleic acid aggregates,,
5,Functional component of EVs: need to determine the mode of association with EVs,COLEC10 CLL1 UNQ366/PRO702,Q8CF98,COL10_MOUSE,Collectin-10 (Collectin liver protein 1) (CL-L1) (Collectin-34) (CL-34),,,
2,All EVs,ESCRT-I,NA,,,with lipid or membrane protein-binding ability,,
2,All EVs,ESCRT-II,NA,,,with lipid or membrane protein-binding ability,,
2,All EVs,ESCRT-III,NA,,,with lipid or membrane protein-binding ability,,
4,"Subtypes of EVs (e.g. large oncosomes, large EVs) and/or pathologic/atypical state",GM130,NA,,,secretory pathway,,
1,All EVs,H2-D,NA,,,non-tissue specific,MHC class I,
1,All EVs,H2-K,NA,,,non-tissue specific,MHC class I,
1,All EVs,H2-Q,NA,,,non-tissue specific,MHC class I,
2,All EVs,HSP84,NA,,,with lipid or membrane protein-binding ability,Heat shock proteins,Abundant in exomeres
4,"Subtypes of EVs (e.g. large oncosomes, large EVs) and/or pathologic/atypical state",HSPAS,NA,,,secretory pathway,,
4,"Subtypes of EVs (e.g. large oncosomes, large EVs) and/or pathologic/atypical state",MMT,NA,,,mitochondrial,,
1,All EVs,MSCs,NA,,,cell/tissue specific,immune cells,
3,All EVs as purity control,Tamm-Horsfall protein,NA,,,protein and protein/nucleic acid aggregates,,
