"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"86","get4","Golgi to ER traffic protein 4 homolog (Fragment);Golgi to ER traffic protein 4 homolog","D3Z4J5;Q9D1H7","D3Z4J5_MOUSE;GET4_MOUSE",";nucleoplasm,nucleolus,cytoplasm,cytosol,BAT3 complex",";transport,protein insertion into ER membrane,cytoplasmic sequestering of protein,tail-anchored membrane protein insertion into ER membrane,maintenance of unfolded protein involved in ERAD pathway",";chaperone binding",4.3067299655007e-08,"2","2","1","2","1","1","2","2","2","2","1","2","1","1","2","2","8.995539665222168","11.431374549865723","15.802899360656738","9.176219940185547","3.448765754699707","19.94830894470215","10.66988754272461","9.913078308105469"
"87","zranb2","Zinc finger Ran-binding domain-containing protein 2","D3Z4U0;Q9R020","D3Z4U0_MOUSE;ZRAB2_MOUSE",";nucleoplasm",";mRNA processing,RNA splicing",";RNA binding,metal ion binding",1.49266230407729e-05,"1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","2","8.183100700378418","9.312908172607422","2.0036914348602295","1.2161496877670288","8.185004234313965","8.168754577636719","9.140246391296387","12.086282730102539"
"88","ces1b","Carboxylic ester hydrolase","D3Z5G7","D3Z5G7_MOUSE","","biological_process","carboxylic ester hydrolase activity",1.12145282766501e-07,"1","2","2","3","1","2","3","1","1","2","2","3","1","2","3","1","5.160607814788818","3.164140224456787","36.16233444213867","83.89867401123047","6.260621547698975","5.903042316436768","13.133337020874023","12.26437759399414"
"89","dpf2","Zinc finger protein ubi-d4","D3Z5N6;Q61103","D3Z5N6_MOUSE;REQU_MOUSE",";nuclear chromatin,nucleus,nucleoplasm,cytoplasm,centrosome,cytosol,intracellular membrane-bounded organelle",";transcription, DNA-templated,regulation of transcription, DNA-templated,apoptotic process",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,metal ion binding",3.91144866152443e-14,"1","2","1","2","1","1","2","2","1","2","1","2","1","1","2","2","1.2389096021652222","8.472146034240723","4.026051998138428","12.879141807556152","2.5448176860809326","6.925435543060303","11.40224838256836","9.385795593261719"
"90","armc10","Armadillo repeat-containing protein 10;Armadillo repeat-containing protein 10;Isoform 2 of Armadillo repeat-containing protein 10","D3Z5T2;Q9D0L7;Q9D0L7-2","D3Z5T2_MOUSE;ARM10_MOUSE;ARM10_MOUSE",";mitochondrion,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane;",";positive regulation of growth rate,negative regulation of apoptotic process,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator;",";p53 binding,DBD domain binding;",3.00138738158642e-05,"2","2","2","1","2","2","3","2","2","2","2","1","2","2","3","2","14.298413276672363","14.855988502502441","15.86428165435791","16.413694381713867","5.585064888000488","4.171367645263672","12.712723731994629","7.396242141723633"
"91","pex5","Peroxisomal targeting signal 1 receptor;Peroxisomal targeting signal 1 receptor;Isoform 2 of Peroxisomal targeting signal 1 receptor","D3Z600;O09012;O09012-2","D3Z600_MOUSE;PEX5_MOUSE;PEX5_MOUSE",";cytoplasm,mitochondrion,peroxisome,peroxisomal membrane,peroxisomal matrix,Golgi apparatus,cytosol,membrane,protein complex;",";very long-chain fatty acid metabolic process,neuron migration,protein targeting to peroxisome,fatty acid beta-oxidation,mitochondrion organization,mitochondrial membrane organization,endoplasmic reticulum organization,peroxisome organization,protein import into peroxisome matrix,protein import into peroxisome matrix, docking,protein import into peroxisome matrix, translocation,cerebral cortex cell migration,cerebral cortex neuron differentiation,positive regulation of multicellular organism growth,cellular lipid metabolic process,protein import into peroxisome membrane,cell development,neuromuscular process,protein tetramerization,negative regulation of protein homotetramerization;",";peroxisome targeting sequence binding,peroxisome matrix targeting signal-1 binding,protein C-terminus binding,enzyme binding,small GTPase binding,protein N-terminus binding;",2.12580325555908e-25,"3","2","3","1","2","3","3","3","3","2","3","1","2","3","3","3","24.20542335510254","18.715200424194336","21.859506607055664","16.97565460205078","25.902372360229492","18.696626663208008","9.661306381225586","21.248628616333008"
"92","dctn6","Dynactin 6, isoform CRA_b;Dynactin subunit 6","D3Z6H3;Q9WUB4","D3Z6H3_MOUSE;DCTN6_MOUSE",";condensed chromosome kinetochore,mitochondrion,centrosome,dynactin complex",";mitochondrion organization,mitotic spindle organization,lipid biosynthetic process",";catalytic activity,dynein complex binding",0.000153409535229597,"2","1","1","2","2","1","2","2","2","1","1","2","2","1","2","2","9.334266662597656","11.005660057067871","10.014554023742676","3.643444061279297","12.721379280090332","11.686564445495605","8.981992721557617","5.209547519683838"
"93","mpv17l","Mpv17-like protein","D3Z6M3;D6RHR1;Q99MS3","D3Z6M3_MOUSE;D6RHR1_MOUSE;MP17L_MOUSE",";;mitochondrion,peroxisome,peroxisomal membrane,integral component of membrane,intracellular membrane-bounded organelle",";;negative regulation of hydrogen peroxide biosynthetic process,reactive oxygen species metabolic process,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",";;receptor binding,protein binding",1.08641129650083e-09,"2","2","1","1","2","1","1","2","2","0","1","1","2","1","0","2","2.3273422718048096","NaN","2.272554397583008","0.3808661997318268","3.977025270462036","3.4401090145111084","NaN","0.2923044264316559"
"94","igf1","Insulin-like growth factor I (Fragment);Insulin-like growth factor I;Insulin-like growth factor I;Insulin-like growth factor I;Isoform IGF-IB of Insulin-like growth factor I;Insulin-like growth factor 1 isoform Eb;Insulin-like growth factor I","D3Z7M4;E9PU89;E9Q138;P05017;P05017-2;Q4VJB9;Q8CAR0","D3Z7M4_MOUSE;E9PU89_MOUSE;E9Q138_MOUSE;IGF1_MOUSE;IGF1_MOUSE;Q4VJB9_MOUSE;Q8CAR0_MOUSE",";;;extracellular space,alphav-beta3 integrin-IGF-1-IGF1R complex,insulin-like growth factor ternary complex,exocytic vesicle;;;",";;;activation of MAPK activity,osteoblast differentiation,cell activation,regulation of protein phosphorylation,blood vessel remodeling,nervous system development,sensory perception of smell,circadian rhythm,cell proliferation,positive regulation of cell proliferation,negative regulation of cell proliferation,response to heat,glial cell differentiation,regulation of gene expression,regulation of receptor activity,positive regulation of glycoprotein biosynthetic process,positive regulation of cardiac muscle hypertrophy,negative regulation of gene expression,phosphatidylinositol 3-kinase signaling,positive regulation of phosphatidylinositol 3-kinase signaling,skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration,muscle hypertrophy,myotube cell development,positive regulation of smooth muscle cell migration,positive regulation of cerebellar granule cell precursor proliferation,water homeostasis,proteoglycan biosynthetic process,lung development,positive regulation of cell migration,mammary gland development,exocrine pancreas development,activation of protein kinase B activity,regulation of establishment or maintenance of cell polarity,positive regulation of protein import into nucleus, translocation,negative regulation of smooth muscle cell apoptotic process,multicellular organism growth,bone mineralization involved in bone maturation,positive regulation of activated T cell proliferation,positive regulation of tyrosine phosphorylation of STAT protein,negative regulation of apoptotic process,positive regulation of DNA binding,positive regulation of MAPK cascade,protein kinase B signaling,positive regulation of insulin-like growth factor receptor signaling pathway,regulation of nitric oxide biosynthetic process,myoblast differentiation,positive regulation of osteoblast differentiation,positive regulation of glycogen biosynthetic process,positive regulation of DNA replication,positive regulation of glycolytic process,positive regulation of mitotic nuclear division,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of glucose import,positive regulation of Ras protein signal transduction,insulin-like growth factor receptor signaling pathway,phosphatidylinositol-mediated signaling,positive regulation of fibroblast proliferation,lung alveolus development,cell development,positive regulation of smooth muscle cell proliferation,branching morphogenesis of an epithelial tube,inner ear development,chondroitin sulfate proteoglycan biosynthetic process,positive regulation of epithelial cell proliferation,positive regulation of protein secretion,positive regulation of peptidyl-tyrosine phosphorylation,negative regulation of peptidyl-tyrosine phosphorylation,protein stabilization,regulation of protein metabolic process,myoblast proliferation,positive regulation of protein kinase B signaling,negative regulation of oocyte development,lung vasculature development,lung lobe morphogenesis,Type I pneumocyte differentiation,Type II pneumocyte differentiation,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,prostate gland growth,prostate gland epithelium morphogenesis,prostate gland stromal morphogenesis,negative regulation of androgen receptor signaling pathway,positive regulation of cell growth involved in cardiac muscle cell development,ERK1 and ERK2 cascade,negative regulation of ERK1 and ERK2 cascade,positive regulation of calcineurin-NFAT signaling cascade,cellular response to glucose stimulus,negative regulation of release of cytochrome c from mitochondria,extrinsic apoptotic signaling pathway in absence of ligand,positive regulation of trophectodermal cell proliferation,cellular response to insulin-like growth factor stimulus,positive regulation of myoblast proliferation,positive regulation of transcription regulatory region DNA binding,negative regulation of extrinsic apoptotic signaling pathway;;;",";;;insulin receptor binding,insulin-like growth factor receptor binding,integrin binding,hormone activity,protein binding,growth factor activity;;;",2.92449713349519e-08,"2","2","2","2","2","1","2","1","2","2","2","2","2","1","2","1","5.625986099243164","6.710054397583008","5.260261535644531","7.659570693969727","5.770705699920654","4.497018337249756","8.40376091003418","5.56345272064209"
"95","pdpr","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial;Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial","D6RD07;Q7TSQ8","D6RD07_MOUSE;PDPR_MOUSE",";mitochondrion,mitochondrial matrix",";dephosphorylation,oxidation-reduction process",";[pyruvate dehydrogenase (lipoamide)] phosphatase activity,oxidoreductase activity",0.000158651682042128,"3","3","2","2","3","2","3","3","3","3","2","2","3","2","3","3","12.398676872253418","3.3283278942108154","7.6400041580200195","8.628148078918457","7.7693071365356445","13.66515064239502","4.996941566467285","5.828962802886963"
"96","gulp1","PTB domain-containing engulfment adapter protein 1;PTB domain-containing engulfment adapter protein 1;Isoform 2 of PTB domain-containing engulfment adapter protein 1","E0CXC5;Q8K2A1;Q8K2A1-2","E0CXC5_MOUSE;GULP1_MOUSE;GULP1_MOUSE",";cytoplasm;",";lipid transport,phagocytosis, engulfment,apoptotic process;",";molecular_function;",0.00261508117663648,"1","2","Filtered","Filtered","Filtered","Filtered","1","2","1","2","Filtered","Filtered","Filtered","Filtered","0","2","2.200571060180664","3.14740252494812","Filtered","Filtered","Filtered","Filtered","NaN","10.74393367767334"
"97","filip1l","Filamin A-interacting protein 1-like;Filamin A-interacting protein 1-like;Filamin A-interacting protein 1-like;Isoform 3 of Filamin A-interacting protein 1-like","E0CYH7;E0CYM1;Q6P6L0;Q6P6L0-3","E0CYH7_MOUSE;E0CYM1_MOUSE;FIL1L_MOUSE;FIL1L_MOUSE",";;cellular_component,nucleus,cytoplasm,membrane;",";;biological_process;",";;molecular_function;",0.000434963328046721,"Filtered","2","Filtered","1","Filtered","Filtered","1","1","Filtered","2","Filtered","0","Filtered","Filtered","1","1","Filtered","1.3608461618423462","Filtered","NaN","Filtered","Filtered","2.4122893810272217","1.6469589471817017"
"98","mroh1","Protein Mroh1;MCG134445, isoform CRA_a","E0CZ22;G3XA21","E0CZ22_MOUSE;G3XA21_MOUSE","cellular_component;","biological_process;","molecular_function;",7.18561459028511e-05,"3","2","1","3","2","2","2","2","3","2","1","3","2","2","2","0","2.6225435733795166","7.514319896697998","2.454880475997925","6.403830528259277","3.47684907913208","4.018898010253906","2.9617042541503906","NaN"
"99","trmu","Mitochondrial tRNA-specific 2-thiouridylase 1;Mitochondrial tRNA-specific 2-thiouridylase 1 (Fragment);Mitochondrial tRNA-specific 2-thiouridylase 1","E0CZ49;F7CCK8;Q9DAT5","E0CZ49_MOUSE;F7CCK8_MOUSE;MTU1_MOUSE",";;nucleoplasm,mitochondrion",";;tRNA wobble position uridine thiolation,mitochondrial tRNA thio-modification",";;tRNA binding,ATP binding,sulfurtransferase activity",0.000117684930258095,"1","2","1","1","1","1","1","1","1","2","1","1","1","1","0","0","2.04638934135437","0.42748910188674927","0.8189333081245422","1.9744709730148315","3.940351963043213","3.9560048580169678","NaN","NaN"
"100","trmt2a","tRNA (uracil-5-)-methyltransferase homolog A;tRNA (uracil-5-)-methyltransferase homolog A (Fragment);HpaII tinys locus 9c, isoform CRA_a","E9PUQ7;F6ZHN3;Q3UYU2","E9PUQ7_MOUSE;F6ZHN3_MOUSE;Q3UYU2_MOUSE",";;",";;",";;",0.000196778952908218,"Filtered","1","1","1","Filtered","2","2","2","Filtered","1","1","1","Filtered","2","2","2","Filtered","8.585151672363281","2.9445202350616455","16.08770751953125","Filtered","3.8467636108398438","10.057449340820312","7.561302661895752"
"101","ankhd1","Protein Ankhd1","E9PUR0;E9Q1M6","E9PUR0_MOUSE;E9Q1M6_MOUSE","cytoplasm;","innate immune response;","RNA binding;",2.47964926749912e-05,"2","7","1","5","3","1","8","4","2","7","1","5","3","1","8","4","2.8433313369750977","9.284524917602539","10.40571117401123","8.384400367736816","24.926530838012695","5.521641254425049","14.861666679382324","14.354697227478027"
"102","mrps12","28S ribosomal protein S12, mitochondrial (Fragment);28S ribosomal protein S12, mitochondrial","E9PUY1;O35680","E9PUY1_MOUSE;RT12_MOUSE",";mitochondrion,mitochondrial ribosome,mitochondrial small ribosomal subunit",";translation,mitochondrial translation",";RNA binding,structural constituent of ribosome",2.98136708800643e-16,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","24.45659637451172","21.665185928344727","29.001235961914062","10.950413703918457","20.017837524414062","21.267406463623047","8.759806632995605","18.895750045776367"
"103","gpaa1","Glycosylphosphatidylinositol anchor attachment 1 protein","E9PW03;Q9WTK3","E9PW03_MOUSE;GPAA1_MOUSE",";integral component of plasma membrane,membrane,GPI-anchor transamidase complex",";GPI anchor biosynthetic process,attachment of GPI anchor to protein",";GPI-anchor transamidase activity,GPI anchor binding",8.03786082755899e-05,"2","2","2","1","1","1","2","2","2","2","2","1","1","1","2","2","16.26111602783203","36.2998046875","31.608179092407227","31.36952781677246","33.79798889160156","22.0078125","25.362483978271484","18.15043067932129"
"104","syk","Tyrosine-protein kinase;Tyrosine-protein kinase SYK","E9PWE9;P48025","E9PWE9_MOUSE;KSYK_MOUSE",";nucleus,cytoplasm,cytosol,B cell receptor complex,extrinsic component of cytoplasmic side of plasma membrane,early phagosome,T cell receptor complex,protein complex",";activation of MAPK activity,angiogenesis,serotonin secretion,lymph vessel development,positive regulation of receptor internalization,stimulatory C-type lectin receptor signaling pathway,adaptive immune response,macrophage activation involved in immune response,neutrophil activation involved in immune response,leukocyte activation involved in immune response,serotonin secretion by platelet,protein phosphorylation,leukocyte cell-cell adhesion,cell surface receptor signaling pathway,enzyme linked receptor protein signaling pathway,G-protein coupled receptor signaling pathway,integrin-mediated signaling pathway,activation of JUN kinase activity,regulation of platelet activation,regulation of tumor necrosis factor-mediated signaling pathway,cell migration,peptidyl-serine phosphorylation,peptidyl-tyrosine phosphorylation,leukotriene biosynthetic process,platelet activation,neutrophil chemotaxis,receptor internalization,positive regulation of type I interferon production,regulation of superoxide anion generation,positive regulation of cell adhesion mediated by integrin,intracellular signal transduction,collagen-activated tyrosine kinase receptor signaling pathway,defense response to bacterium,transcription factor import into nucleus,positive regulation of mast cell degranulation,regulation of neutrophil degranulation,beta selection,innate immune response,positive regulation of interleukin-3 biosynthetic process,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,positive regulation of B cell differentiation,positive regulation of gamma-delta T cell differentiation,positive regulation of bone resorption,positive regulation of alpha-beta T cell differentiation,positive regulation of alpha-beta T cell proliferation,protein autophosphorylation,blood vessel morphogenesis,positive regulation of cytokine secretion,positive regulation of peptidyl-tyrosine phosphorylation,regulation of phagocytosis,positive regulation of calcium-mediated signaling,B cell receptor signaling pathway,regulation of sequence-specific DNA binding transcription factor activity,regulation of ERK1 and ERK2 cascade,cellular response to molecule of fungal origin,cellular response to low-density lipoprotein particle stimulus,regulation of arachidonic acid secretion,regulation of platelet aggregation,positive regulation of peptidyl-tyrosine autophosphorylation",";phosphotyrosine binding,protein kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,receptor signaling protein tyrosine kinase activity,integrin binding,protein binding,ATP binding,protein kinase binding,phosphatase binding,Toll-like receptor binding,SH2 domain binding",0.00014734062152389,"Filtered","Filtered","Filtered","4","Filtered","1","4","2","Filtered","Filtered","Filtered","4","Filtered","1","4","2","Filtered","Filtered","Filtered","20.410001754760742","Filtered","6.946105480194092","8.151331901550293","4.781632900238037"
