"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"38","intracellular protein transport,regulation of vesicle fusion,activation of GTPase activity","intracellular,endomembrane system","tbc1d8b","GTPase activator activity,calcium ion binding,Rab GTPase binding","TBC1 domain family member 8B","TBC8B_MOUSE",0.002397145,"A3KGB4",2,1,2,2,2,2,2,2,2363.969482,3332.259277,2557.872803,2361.76123
"39",";regulation of mitotic recombination,telomere maintenance via recombination,double-strand break repair via homologous recombination,DNA repair,double-strand break repair,DNA recombination,cellular response to DNA damage stimulus,telomere maintenance via telomerase,reciprocal meiotic recombination,regulation of mitotic cell cycle,telomere capping,telomeric 3' overhang formation,positive regulation of protein autophosphorylation,positive regulation of telomere maintenance,DNA duplex unwinding,positive regulation of kinase activity,nucleotide phosphorylation,chromosome organization,chromosome organization involved in meiotic cell cycle,nucleic acid phosphodiester bond hydrolysis,negative regulation of telomere capping;;",";nuclear chromosome, telomeric region,nuclear chromatin,condensed nuclear chromosome,nucleus,nucleoplasm,membrane,Mre11 complex,site of double-strand break,pronucleus;;","rad50",";DNA binding,double-stranded telomeric DNA binding,adenylate kinase activity,ATP binding,protein binding, bridging,single-stranded telomeric DNA binding,metal ion binding,G-quadruplex DNA binding,single-stranded DNA endodeoxyribonuclease activity,ATP-dependent DNA helicase activity,3'-5' exonuclease activity;;","DNA repair protein RAD50 (Fragment);DNA repair protein RAD50;Isoform 2 of DNA repair protein RAD50;DNA repair protein RAD50","A8Y5I3_MOUSE;RAD50_MOUSE;RAD50_MOUSE;Q5SV02_MOUSE",0.000200191,"A8Y5I3;P70388;P70388-2;Q5SV02",0,0,2,2,2,2,2,2,2.971271038,3.419772625,5.209271908,2.435661554
"40",";","integral component of membrane;","mgl2","carbohydrate binding;","MCG21506;Macrophage galactose N-acetyl-galactosamine specific lectin 2","A9XX86_MOUSE;Q8JZN1_MOUSE",7.87e-15,"A9XX86;Q8JZN1",5,4,6,5,6,6,6,6,24.8275013,65.49092865,41.66973877,31.41502762
"41",";enzyme linked receptor protein signaling pathway,transmembrane receptor protein tyrosine kinase signaling pathway,cell migration,peptidyl-tyrosine phosphorylation,cytokine-mediated signaling pathway,cell differentiation,intracellular signal transduction,interleukin-12-mediated signaling pathway,cellular response to interleukin-3,peptidyl-tyrosine autophosphorylation,interleukin-2-mediated signaling pathway,interleukin-7-mediated signaling pathway,regulation of cell proliferation,innate immune response,response to antibiotic,positive regulation of sprouting angiogenesis",";nucleus,cytoplasm,cytosol,cytoskeleton,focal adhesion,endomembrane system,extrinsic component of cytoplasmic side of plasma membrane","jak1",";protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,growth hormone receptor binding,protein binding,ATP binding,protein phosphatase binding,ubiquitin protein ligase binding,metal ion binding","Tyrosine-protein kinase;Tyrosine-protein kinase JAK1","B1ASP2_MOUSE;JAK1_MOUSE",2.55e-11,"B1ASP2;P52332",1,2,1,0,2,2,2,2,23.7617569,34.15866852,25.3635788,19.47966385
"42",";nucleotide-excision repair,centriole replication,spermatogenesis,regulation of cytokinesis,cell division;",";intracellular,centrosome,centriole,cilium,photoreceptor connecting cilium,ciliary basal body,XPC complex;","cetn2",";calcium ion binding,microtubule binding,G-protein beta/gamma-subunit complex binding,heterotrimeric G-protein binding;","Centrin-2 (Fragment);Centrin-2;Centrin-2","B1AUQ7_MOUSE;CETN2_MOUSE;Z4YJH1_MOUSE",5.1e-09,"B1AUQ7;Q9R1K9;Z4YJH1",1,1,1,2,2,2,2,2,4.071918488,6.708526134,21.97035789,12.36444664
"43",";biological_process,defense response to bacterium",";extracellular region,secretory granule,extracellular exosome","bpifa2",";lipopolysaccharide binding","BPI fold-containing family A member 2 (Fragment);BPI fold-containing family A member 2","B7ZCG3_MOUSE;BPIA2_MOUSE",1.81e-17,"B7ZCG3;P07743",2,3,2,0,3,3,3,3,8.866915703,228.6038818,58.38639832,9.173174858
"44",";;;biological_process,cell differentiation,negative regulation of transcription, DNA-templated",";;;nucleus,cytoplasm,microtubule","pbxip1",";;;molecular_function,transcription corepressor activity","Pre-B-cell leukemia transcription factor-interacting protein 1 (Fragment);Pre-B-cell leukemia transcription factor-interacting protein 1 (Fragment);Pre-B-cell leukemia transcription factor-interacting protein 1 (Fragment);Pre-B-cell leukemia transcription factor-interacting protein 1","D3YUE1_MOUSE;D3YY15_MOUSE;D3Z2F0_MOUSE;PBIP1_MOUSE",0.001243335,"D3YUE1;D3YY15;D3Z2F0;Q3TVI8",0,1,1,2,2,2,2,2,9.013056755,6.20817709,8.341320038,4.328048229
"45",";regulation of systemic arterial blood pressure,calcium-mediated signaling",";intracellular,cytosol,extracellular exosome","ncald",";actin binding,calcium ion binding,tubulin binding,clathrin binding,alpha-tubulin binding","Neurocalcin-delta (Fragment);Neurocalcin-delta","D3YVA2_MOUSE;NCALD_MOUSE",2.26e-19,"D3YVA2;Q91X97",1,1,2,2,2,2,2,2,21.47819138,35.95202637,31.95770836,43.94416428
"46",";carbohydrate catabolic process",";extracellular space,extracellular exosome","amy1",";alpha-amylase activity,calcium ion binding,amylase activity,chloride ion binding,Requires Ontology","Alpha-amylase 1 (Fragment);Alpha-amylase 1","D3YYQ5_MOUSE;AMY1_MOUSE",1.92e-07,"D3YYQ5;P00687",2,2,2,2,2,2,2,2,2,7.837295532,7.054333687,8.739349365
"47",";cellular iron ion homeostasis,hemopoiesis,protein localization to plasma membrane",";cytoplasm,plasma membrane","ttc7;ttc7a",";","Tetratricopeptide repeat protein 7A","D3Z0R8_MOUSE;TTC7A_MOUSE",6.72e-05,"D3Z0R8;Q8BGB2",1,1,2,2,3,3,3,3,6.559655666,9.194774628,9.85444355,8.153810501
"48",";glycogen metabolic process,regulation of signal transduction,negative regulation of catalytic activity,regulation of phosphoprotein phosphatase activity",";protein phosphatase type 1 complex,nucleoplasm,cytosol","ppp1r2",";protein phosphatase inhibitor activity","MCG126099, isoform CRA_b;Protein phosphatase inhibitor 2","D3Z3A0_MOUSE;IPP2_MOUSE",0.003599268,"D3Z3A0;Q9DCL8",2,0,1,0,2,2,2,2,19.802145,11.14610291,20.37297058,7.625911713
"49",";;;chromatin silencing at rDNA,transcription initiation from RNA polymerase I promoter,transcription from RNA polymerase II promoter,transcription from RNA polymerase III promoter,biological_process",";;;nucleus,nucleoplasm,DNA-directed RNA polymerase III complex,DNA-directed RNA polymerase I complex","polr1c",";;;DNA binding,protein dimerization activity,RNA polymerase I activity,RNA polymerase III activity","DNA-directed RNA polymerases I and III subunit RPAC1;DNA-directed RNA polymerases I and III subunit RPAC1 (Fragment);DNA-directed RNA polymerases I and III subunit RPAC1 (Fragment);DNA-directed RNA polymerases I and III subunit RPAC1","D3Z3D6_MOUSE;D3Z7Q8_MOUSE;G3UXX5_MOUSE;RPAC1_MOUSE",4.38e-05,"D3Z3D6;D3Z7Q8;G3UXX5;P52432",2,1,2,2,2,2,2,2,25.99635696,41.76834488,52.24081421,37.9984436
"50",";mRNA processing,RNA splicing",";nucleoplasm","zranb2",";RNA binding,metal ion binding","Zinc finger Ran-binding domain-containing protein 2","D3Z4U0_MOUSE;ZRAB2_MOUSE",5.25e-10,"D3Z4U0;Q9R020",1,1,1,2,2,2,2,2,15.32571697,2.065719128,14.9345417,18.22268867
"51","biological_process","","ces1b","carboxylic ester hydrolase activity","Carboxylic ester hydrolase","D3Z5G7_MOUSE",0.000117075,"D3Z5G7",2,3,2,1,3,3,3,3,151.1604004,211.2648621,40.44506836,173.9564209
"52",";transcription, DNA-templated,regulation of transcription, DNA-templated,apoptotic process",";nuclear chromatin,nucleus,nucleoplasm,cytoplasm,centrosome,cytosol,intracellular membrane-bounded organelle","dpf2",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,metal ion binding","Zinc finger protein ubi-d4","D3Z5N6_MOUSE;REQU_MOUSE",2.01e-06,"D3Z5N6;Q61103",2,1,2,2,2,2,2,2,45.74599075,62.33205795,64.61027527,53.65769196
"53",";lipid transport,phagocytosis, engulfment,apoptotic process;",";cytoplasm;","gulp1",";molecular_function;","PTB domain-containing engulfment adapter protein 1;PTB domain-containing engulfment adapter protein 1;Isoform 2 of PTB domain-containing engulfment adapter protein 1","E0CXC5_MOUSE;GULP1_MOUSE;GULP1_MOUSE",0.0001098,"E0CXC5;Q8K2A1;Q8K2A1-2",2,0,1,0,2,2,2,2,9.482237816,29.43547058,14.77553463,28.71548462
"54",";microtubule cytoskeleton organization,protein folding,tubulin complex assembly,post-chaperonin tubulin folding pathway,mitotic spindle organization,axonogenesis,adult locomotory behavior,post-embryonic development,muscle atrophy,developmental growth,peripheral nervous system neuron axonogenesis",";cytoplasm,cytoskeleton","tbce",";unfolded protein binding","Tubulin-specific chaperone E","E0CZ81_MOUSE;TBCE_MOUSE",5.23e-17,"E0CZ81;Q8CIV8",1,0,2,1,2,2,2,2,2.746939659,4.582562447,6.167491913,9.918880463
"55",";positive regulation of receptor recycling,transforming growth factor beta receptor signaling pathway,SMAD protein import into nucleus,regulation of cell shape,positive regulation of GTPase activity,positive regulation of transcription, DNA-templated,regulation of cellular component movement,positive regulation of filopodium assembly,negative regulation of stress fiber assembly,SMAD protein signal transduction;;",";nucleoplasm,Golgi apparatus,trans-Golgi network,cytosol,plasma membrane,cytoplasmic vesicle,Golgi cisterna membrane,intracellular membrane-bounded organelle;;","arap1",";transcription factor activity, sequence-specific DNA binding,GTPase activator activity,phosphatidylinositol-3,4,5-trisphosphate binding,transcription factor binding,type 1 angiotensin receptor binding,transcription regulatory region DNA binding,metal ion binding,R-SMAD binding;;","Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1;Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1;Isoform 2 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1;Isoform 3 of Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1","E9PUB0_MOUSE;ARAP1_MOUSE;ARAP1_MOUSE;ARAP1_MOUSE",3.4e-15,"E9PUB0;Q4LDD4;Q4LDD4-2;Q4LDD4-3",4,3,4,3,5,5,5,5,15.03036308,98.61597443,40.62353897,51.22014999
"56",";;;mRNA processing,negative regulation of phosphatase activity;;;;",";;;cellular_component;;;;","rbm26",";;;RNA binding,metal ion binding;;;;","RNA-binding protein 26;RNA-binding protein 26;RNA-binding protein 26;RNA-binding protein 26;Isoform 2 of RNA-binding protein 26;Isoform 3 of RNA-binding protein 26;Isoform 4 of RNA-binding protein 26;Isoform 5 of RNA-binding protein 26","E9PUF4_MOUSE;E9PYZ7_MOUSE;E9Q640_MOUSE;RBM26_MOUSE;RBM26_MOUSE;RBM26_MOUSE;RBM26_MOUSE;RBM26_MOUSE",0.000234821,"E9PUF4;E9PYZ7;E9Q640;Q6NZN0;Q6NZN0-2;Q6NZN0-3;Q6NZN0-4;Q6NZN0-5",1,1,2,2,3,3,3,3,12.57530308,23.85844803,41.00449371,29.26447868
"57",";;",";;","trmt2a",";;","tRNA (uracil-5-)-methyltransferase homolog A;tRNA (uracil-5-)-methyltransferase homolog A (Fragment);HpaII tinys locus 9c, isoform CRA_a","E9PUQ7_MOUSE;F6ZHN3_MOUSE;Q3UYU2_MOUSE",0.002086893,"E9PUQ7;F6ZHN3;Q3UYU2",1,1,2,2,2,2,2,2,52.49762344,47.86493301,55.82622147,43.56144714
"58","innate immune response;","cytoplasm;","ankhd1","RNA binding;","Protein Ankhd1","E9PUR0_MOUSE;E9Q1M6_MOUSE",8.47e-07,"E9PUR0;E9Q1M6",6,4,8,4,7,7,7,7,50.29421997,50.53354645,62.05155182,62.2757988
"59",";activation of MAPK activity,angiogenesis,serotonin secretion,lymph vessel development,positive regulation of receptor internalization,stimulatory C-type lectin receptor signaling pathway,adaptive immune response,macrophage activation involved in immune response,neutrophil activation involved in immune response,leukocyte activation involved in immune response,serotonin secretion by platelet,protein phosphorylation,leukocyte cell-cell adhesion,cell surface receptor signaling pathway,enzyme linked receptor protein signaling pathway,G-protein coupled receptor signaling pathway,integrin-mediated signaling pathway,activation of JUN kinase activity,regulation of platelet activation,regulation of tumor necrosis factor-mediated signaling pathway,cell migration,peptidyl-serine phosphorylation,peptidyl-tyrosine phosphorylation,leukotriene biosynthetic process,platelet activation,neutrophil chemotaxis,receptor internalization,positive regulation of type I interferon production,regulation of superoxide anion generation,positive regulation of cell adhesion mediated by integrin,intracellular signal transduction,collagen-activated tyrosine kinase receptor signaling pathway,defense response to bacterium,transcription factor import into nucleus,positive regulation of mast cell degranulation,regulation of neutrophil degranulation,beta selection,innate immune response,positive regulation of interleukin-3 biosynthetic process,positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process,positive regulation of B cell differentiation,positive regulation of gamma-delta T cell differentiation,positive regulation of bone resorption,positive regulation of alpha-beta T cell differentiation,positive regulation of alpha-beta T cell proliferation,protein autophosphorylation,blood vessel morphogenesis,positive regulation of cytokine secretion,positive regulation of peptidyl-tyrosine phosphorylation,regulation of phagocytosis,positive regulation of calcium-mediated signaling,B cell receptor signaling pathway,regulation of sequence-specific DNA binding transcription factor activity,regulation of ERK1 and ERK2 cascade,cellular response to molecule of fungal origin,cellular response to low-density lipoprotein particle stimulus,regulation of arachidonic acid secretion,regulation of platelet aggregation,positive regulation of peptidyl-tyrosine autophosphorylation",";nucleus,cytoplasm,cytosol,B cell receptor complex,extrinsic component of cytoplasmic side of plasma membrane,early phagosome,T cell receptor complex,protein complex","syk",";phosphotyrosine binding,protein kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,receptor signaling protein tyrosine kinase activity,integrin binding,protein binding,ATP binding,protein kinase binding,phosphatase binding,Toll-like receptor binding,SH2 domain binding","Tyrosine-protein kinase;Tyrosine-protein kinase SYK","E9PWE9_MOUSE;KSYK_MOUSE",6.51e-05,"E9PWE9;P48025",2,5,5,2,5,5,5,5,11.59422112,79.71568298,24.42938042,14.76101017
"60",";;;;protein phosphorylation,apoptotic process,intracellular signal transduction,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of transcription from RNA polymerase II promoter,hepatocyte proliferation,positive regulation of hepatic stellate cell activation;",";;;;nucleus,cytoplasm,spindle,cytosol;","rps6ka1",";;;;magnesium ion binding,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,ATP binding,transcription factor binding,kinase activity,cysteine-type endopeptidase inhibitor activity involved in apoptotic process;","Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1 (Fragment);Ribosomal protein S6 kinase;Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase alpha-1;Ribosomal protein S6 kinase","E9PWV3_MOUSE;F6Q8A4_MOUSE;F6RQA2_MOUSE;G3UZI3_MOUSE;KS6A1_MOUSE;Q505N6_MOUSE",5.97e-35,"E9PWV3;F6Q8A4;F6RQA2;G3UZI3;P18653;Q505N6",5,4,4,5,6,6,6,6,851.7051392,908.3460693,611.8371582,222.8525238
"61",";negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,signal transduction,positive regulation of I-kappaB kinase/NF-kappaB signaling",";fibrillar center,nucleus,microtubule organizing center,cytosol,plasma membrane,membrane,extracellular exosome","cc2d1a",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,signal transducer activity,cadherin binding","Coiled-coil and C2 domain-containing protein 1A","E9PX94_MOUSE;C2D1A_MOUSE",0.007873012,"E9PX94;Q8K1A6",1,1,2,0,2,2,2,2,23.75118446,42.69238281,35.514431,78.92392731
"62",";;lysosomal transport,protein transport,endocytic recycling,retrograde transport, endosome to Golgi;",";;GARP complex,Golgi apparatus,trans-Golgi network,cytosol,endosome membrane,membrane,perinuclear region of cytoplasm,recycling endosome,EARP complex;","vps53",";;;","Vacuolar protein sorting-associated protein 53 homolog;Vacuolar protein sorting-associated protein 53 homolog;Vacuolar protein sorting-associated protein 53 homolog;Isoform 2 of Vacuolar protein sorting-associated protein 53 homolog","E9PXG9_MOUSE;E9PYD3_MOUSE;VPS53_MOUSE;VPS53_MOUSE",3.01e-11,"E9PXG9;E9PYD3;Q8CCB4;Q8CCB4-2",2,1,2,2,2,2,2,2,12.17956352,13.90485859,22.88974762,9.358568192
"63",";phagocytosis,immune response,G-protein coupled receptor signaling pathway,integrin-mediated signaling pathway,small GTPase mediated signal transduction,regulation of cell size,platelet activation,T cell differentiation,neutrophil chemotaxis,regulation of Rho protein signal transduction,intracellular signal transduction,T cell activation,regulation of GTPase activity,positive regulation of GTPase activity,positive regulation of cell adhesion,positive regulation of natural killer cell mediated cytotoxicity,vascular endothelial growth factor receptor signaling pathway,reactive oxygen species metabolic process",";cytosol,cell-cell junction","vav1",";phosphotyrosine binding,guanyl-nucleotide exchange factor activity,Rho guanyl-nucleotide exchange factor activity,protein binding,Rac guanyl-nucleotide exchange factor activity,metal ion binding","Proto-oncogene vav","E9PXI0_MOUSE;VAV_MOUSE",4.44e-05,"E9PXI0;P27870",2,2,2,2,2,2,2,2,7.33585453,56.34176636,34.34144974,32.31549835
"64",";",";","vcan",";","Versican core protein;MCG116562, isoform CRA_a","E9PYH0_MOUSE;G3XA35_MOUSE",0.000238825,"E9PYH0;G3XA35",1,2,2,0,2,2,2,2,2,8.775427818,8.724462509,2
"65",";;defense response to tumor cell,positive regulation of gene expression,negative regulation of gene expression,positive regulation of translation,negative regulation of canonical Wnt signaling pathway;;;;;;DNA replication;;",";;cytoplasm;;;;;;nucleus;;","rbms1;rbms3;rbms3;rbms3;rbms3;rbms3;rbms3;rbms3;rbms1;rbms1;rbms1",";;mRNA 3'-UTR binding,poly(A) binding,poly(U) RNA binding,mRNA 3'-UTR AU-rich region binding;;;;;;DNA binding,RNA binding;;","RNA-binding motif, single-stranded-interacting protein 1;RNA-binding motif, single-stranded-interacting protein 3 (Fragment);RNA-binding motif, single-stranded-interacting protein 3;Isoform 2 of RNA-binding motif, single-stranded-interacting protein 3;Isoform 3 of RNA-binding motif, single-stranded-interacting protein 3;Isoform 4 of RNA-binding motif, single-stranded-interacting protein 3;Isoform 5 of RNA-binding motif, single-stranded-interacting protein 3;Isoform 6 of RNA-binding motif, single-stranded-interacting protein 3;RNA-binding motif, single-stranded-interacting protein 1;Isoform 2 of RNA-binding motif, single-stranded-interacting protein 1;Isoform 3 of RNA-binding motif, single-stranded-interacting protein 1","E9PZ21_MOUSE;G3UZJ9_MOUSE;RBMS3_MOUSE;RBMS3_MOUSE;RBMS3_MOUSE;RBMS3_MOUSE;RBMS3_MOUSE;RBMS3_MOUSE;RBMS1_MOUSE;RBMS1_MOUSE;RBMS1_MOUSE",0.000718906,"E9PZ21;G3UZJ9;Q8BWL5;Q8BWL5-2;Q8BWL5-3;Q8BWL5-4;Q8BWL5-5;Q8BWL5-6;Q91W59;Q91W59-2;Q91W59-3",2,2,3,1,3,3,3,3,252.9270935,295.2774658,215.1388855,143.7944031
